policy,subject_hash,fold,step,action,true_class,modal_class,posterior_entropy,info_gain_step,info_gain_cumulative,decision_argmax,decision_correct,alpha_neg,alpha_neu,alpha_pos
D_only,b17ef6d19c7a5b1e,0,10,D_only,1,0,0.9450172871723606,0.01178528425564418,0.15359500149574923,2,0,1.272803332004997,5.628210058923294,6.098986609071711
T_only,b17ef6d19c7a5b1e,0,1,T_only,0,0,1.0883787842929062,0.010233504375203317,0.01023350437520354,1,0,1.242116988601199,1.6018665650091712,1.1560164463896299
T_only,b17ef6d19c7a5b1e,0,2,T_only,0,0,1.0726924979625279,0.015686286330378385,0.025919790705581924,1,0,1.4842339772023978,2.2037331300183425,1.3120328927792597
T_only,b17ef6d19c7a5b1e,0,3,T_only,0,0,1.058335335850338,0.014357162112189847,0.04027695281777177,1,0,1.7263509658035967,2.8055996950275137,1.4680493391688896
T_only,b17ef6d19c7a5b1e,0,4,T_only,0,0,1.0461720801209895,0.01216325572934851,0.05244020854712028,1,0,1.9684679544047956,3.407466260036685,1.6240657855585194
T_only,b17ef6d19c7a5b1e,0,5,T_only,0,0,1.0360011710535018,0.010170909067487743,0.06261111761460803,1,0,2.2105849430059945,4.009332825045856,1.7800822319481493
T_only,b17ef6d19c7a5b1e,0,6,T_only,1,0,1.0390200377134966,-0.0030188666599948455,0.05959225095461318,1,0,2.4527363595732803,4.484675578669578,2.062588061757141
T_only,b17ef6d19c7a5b1e,0,7,T_only,1,0,1.0412452902113265,-0.0022252524978298993,0.05736699845678328,1,0,2.694887776140566,4.9600183322933,2.345093891566133
T_only,b17ef6d19c7a5b1e,0,8,T_only,0,0,1.0341680363175514,0.007077253893775115,0.0644442523505584,1,0,2.937004764741765,5.5618848973024715,2.5011103379557627
T_only,b17ef6d19c7a5b1e,0,9,T_only,1,0,1.0364571107384073,-0.0022890744208559077,0.06215517792970249,1,0,3.1791561813090508,6.0372276509261935,2.7836161677647544
T_only,b17ef6d19c7a5b1e,0,10,T_only,1,0,1.0383003487079823,-0.0018432379695749734,0.060311939960127514,1,0,3.4213075978763365,6.5125704045499155,3.066121997573746
EDT_full,b17ef6d19c7a5b1e,0,1,EDT_full,0,0,1.0417465707028868,0.05686571796522277,0.056865717965222995,2,0,1.0052874076893477,1.0065038609815584,1.988208731329094
EDT_full,b17ef6d19c7a5b1e,0,2,EDT_full,0,0,0.9554055750088728,0.08634099569401399,0.14320671365923698,2,0,1.0105748153786953,1.0130077219631168,2.976417462658188
EDT_full,b17ef6d19c7a5b1e,0,3,EDT_full,0,0,0.8756577887231394,0.07974778628573342,0.2229544999449704,2,0,1.015862223068043,1.0195115829446753,3.9646261939872818
EDT_full,b17ef6d19c7a5b1e,0,4,EDT_full,0,0,0.807044283638726,0.06861350508441333,0.29156800502938374,2,0,1.0211496307573906,1.0260154439262337,4.952834925316376
