subject_hash,condition,y,kappa,kappa_null_mean,p_value,reject_at_0p05
59e19706d51d39f6,Negative,0,0.10242552405499311,0.1626278968499039,0.855628874225155,False
59e19706d51d39f6,Neutral,1,0.36940918786095817,0.1659791316093443,0.0023995200959808036,True
59e19706d51d39f6,Pleasant,2,0.39420474729270283,0.163180693977638,0.0021995600879824036,True
35135aaa6cc23891,Negative,0,0.19379542407346828,0.15586902514802956,0.2659468106378724,False
35135aaa6cc23891,Neutral,1,0.18101559198696737,0.16330720831863904,0.32953409318136373,False
35135aaa6cc23891,Pleasant,2,0.08145840329618995,0.15928437903098688,0.8800239952009599,False
624b60c58c9d8bfb,Negative,0,0.441904285342197,0.1589690559255045,0.001799640071985603,True
624b60c58c9d8bfb,Neutral,1,0.09724585248463676,0.16331324223981625,0.8804239152169566,False
624b60c58c9d8bfb,Pleasant,2,0.1959259796266207,0.16197825616260383,0.265746850629874,False
e29c9c180c6279b0,Negative,0,0.34871600537634256,0.15899754543082992,0.015396920615876825,True
e29c9c180c6279b0,Neutral,1,0.32095310929460474,0.15747167617645969,0.03059388122375525,True
e29c9c180c6279b0,Pleasant,2,0.19540597219240857,0.15914145565356347,0.2555488902219556,False
c6f3ac57944a5314,Negative,0,0.16851890334887432,0.1627375121381284,0.40511897620475906,False
c6f3ac57944a5314,Neutral,1,0.20950755189307474,0.16230016729550376,0.20355928814237154,False
c6f3ac57944a5314,Pleasant,2,0.23432168223117114,0.1631215857671172,0.1267746450709858,False
86e5014965866131,Negative,0,0.21575843470151626,0.15973608419170146,0.1807638472305539,False
86e5014965866131,Neutral,1,0.21005412464565643,0.16249992050907477,0.19276144771045792,False
86e5014965866131,Pleasant,2,0.22646251528133216,0.15788426350944798,0.16856628674265148,False
9f14025af0065b30,Negative,0,0.5276375930545636,0.16227523975598898,0.0001999600079984003,True
9f14025af0065b30,Neutral,1,0.505210658585537,0.162605934990793,0.0001999600079984003,True
9f14025af0065b30,Pleasant,2,0.49114002279852204,0.1582096543690517,0.0005998800239952009,True
76a50887d8f1c2e9,Negative,0,0.2890226443728231,0.16561961039874942,0.021395720855828835,True
76a50887d8f1c2e9,Neutral,1,0.12426608048759509,0.15911080895668644,0.6606678664267147,False
76a50887d8f1c2e9,Pleasant,2,0.2514607969536926,0.1601474918007765,0.09498100379924015,False
7a61b53701befdae,Negative,0,0.2194647869016085,0.16346742453962784,0.16576684663067387,False
7a61b53701befdae,Neutral,1,0.15575205971892014,0.1627038767866157,0.4891021795640872,False
7a61b53701befdae,Pleasant,2,0.29715557120455904,0.16386318855604992,0.020595880823835233,True
aea92132c4cbeb26,Negative,0,0.17375725145151957,0.16009927023484702,0.35492901419716055,False
aea92132c4cbeb26,Neutral,1,0.41738797501657754,0.15749868989843135,0.0013997200559888023,True
aea92132c4cbeb26,Pleasant,2,0.3961431163032383,0.15856459894678995,0.004399120175964807,True
0b918943df0962bc,Negative,0,0.2706226188160096,0.16540141940220288,0.04519096180763847,True
0b918943df0962bc,Neutral,1,0.23875333484085234,0.16649085528059052,0.10297940411917617,False
