mean_degree,graph_density,n_components_thresholded,algebraic_connectivity,laplacian_spectral_max,dirichlet_energy_meanD,condition,kappa_mean
20.96504020690918,0.6353042125701904,1,16.618513107299805,24.477188110351562,1935859.25,Negative,0.25691327644192713
20.84253692626953,0.6315920352935791,1,16.357656478881836,24.20395278930664,1416325.75,Neutral,0.23840974453077052
20.664169311523438,0.6261869668960571,1,16.141979217529297,23.967300415039062,1899047.0,Pleasant,0.25617756335180825
