policy,epsilon,episode,success,steps,final_entropy,brier
epistemic_only,0.2,1022,1,3,0.0319,0.0
epistemic_only,0.2,1023,0,15,0.0,2.0
epistemic_only,0.2,1024,0,15,0.0,2.0
epistemic_only,0.2,1025,0,15,0.0,2.0
epistemic_only,0.2,1026,0,15,0.0,2.0
epistemic_only,0.2,1027,0,15,0.0,2.0
epistemic_only,0.2,1028,0,15,0.491,1.6881
epistemic_only,0.2,1029,0,15,0.0016,1.9993
epistemic_only,0.2,1030,0,15,0.0,2.0
epistemic_only,0.2,1031,1,13,0.0238,0.0
epistemic_only,0.2,1032,0,15,0.4803,1.6972
epistemic_only,0.2,1033,0,15,0.0,2.0
epistemic_only,0.2,1034,1,6,0.3837,0.0331
epistemic_only,0.2,1035,0,15,0.0024,1.999
epistemic_only,0.2,1036,1,1,0.3515,0.0136
epistemic_only,0.2,1037,0,15,0.0,2.0
epistemic_only,0.2,1038,1,1,0.0159,0.0
epistemic_only,0.2,1039,1,1,0.3376,0.0128
epistemic_only,0.2,1040,1,2,0.1142,0.0007
epistemic_only,0.2,1041,0,15,0.0677,1.9751
epistemic_only,0.2,1042,1,1,0.2518,0.0052
epistemic_only,0.2,1043,0,15,0.0,2.0
epistemic_only,0.2,1044,1,2,0.3107,0.0081
epistemic_only,0.2,1045,0,15,0.1209,1.8969
epistemic_only,0.2,1046,0,15,0.0,2.0
epistemic_only,0.2,1047,0,15,0.0013,1.9997
epistemic_only,0.2,1048,1,9,0.0155,0.0
epistemic_only,0.2,1049,0,15,0.0005,1.9999
epistemic_only,0.2,1050,1,4,0.008,0.0
epistemic_only,0.2,1051,0,15,0.0,2.0
epistemic_only,0.2,1052,1,2,0.2277,0.0057
epistemic_only,0.2,1053,0,15,0.2794,1.6918
epistemic_only,0.2,1054,1,1,0.1236,0.0009
epistemic_only,0.2,1055,0,15,0.0,2.0
epistemic_only,0.2,1056,1,3,0.1417,0.002
epistemic_only,0.2,1057,1,13,0.0343,0.0001
epistemic_only,0.2,1058,0,15,0.3412,1.8081
epistemic_only,0.2,1059,1,7,0.114,0.0012
epistemic_only,0.2,1060,1,3,0.0865,0.0005
epistemic_only,0.2,1061,1,1,0.1206,0.0011
epistemic_only,0.2,1062,1,3,0.4917,0.0719
epistemic_only,0.2,1063,1,5,0.3627,0.0276
epistemic_only,0.2,1064,0,15,0.0354,1.9771
epistemic_only,0.2,1065,1,1,0.1206,0.0011
epistemic_only,0.2,1066,0,15,0.006,1.9986
epistemic_only,0.2,1067,1,1,0.1921,0.0044
epistemic_only,0.2,1068,0,15,0.0013,1.9997
epistemic_only,0.2,1069,0,15,0.0016,1.9993
epistemic_only,0.2,1070,1,1,0.4121,0.0388
epistemic_only,0.2,1071,1,2,0.3918,0.0276
epistemic_only,0.2,1072,1,4,0.4008,0.0278
epistemic_only,0.2,1073,1,1,0.0636,0.0003
epistemic_only,0.2,1074,1,3,0.1597,0.0028
epistemic_only,0.2,1075,0,15,0.0,2.0
epistemic_only,0.2,1076,1,2,0.0052,0.0
epistemic_only,0.2,1077,0,15,0.0,2.0
epistemic_only,0.2,1078,1,5,0.2705,0.0118
epistemic_only,0.2,1079,0,15,0.0129,1.993
epistemic_only,0.2,1080,1,2,0.6004,0.0583
epistemic_only,0.2,1081,0,15,0.0,2.0
epistemic_only,0.2,1082,1,2,0.032,0.0
epistemic_only,0.2,1083,1,2,0.032,0.0
epistemic_only,0.2,1084,1,4,0.0852,0.0004
epistemic_only,0.2,1085,0,15,0.0,2.0
epistemic_only,0.2,1086,1,2,0.1275,0.0013
epistemic_only,0.2,1087,0,15,0.0,2.0
epistemic_only,0.2,1088,1,2,0.0566,0.0001
epistemic_only,0.2,1089,0,15,0.0,2.0
epistemic_only,0.2,1090,0,15,0.0,2.0
epistemic_only,0.2,1091,1,7,0.3623,0.0171
epistemic_only,0.2,1092,0,15,0.0,2.0
epistemic_only,0.2,1093,1,1,0.1068,0.0005
epistemic_only,0.2,1094,0,15,0.0,2.0
epistemic_only,0.2,1095,1,7,0.216,0.0043
epistemic_only,0.2,1096,1,4,0.4571,0.0226
epistemic_only,0.2,1097,0,15,0.0,2.0
epistemic_only,0.2,1098,0,15,0.0,2.0
epistemic_only,0.2,1099,1,7,0.2758,0.0066
epistemic_only,0.2,1100,1,1,0.3435,0.0193
epistemic_only,0.2,1101,1,3,0.3765,0.0194
epistemic_only,0.2,1102,0,15,0.0,2.0
epistemic_only,0.2,1103,0,15,0.0,2.0
epistemic_only,0.2,1104,0,15,0.0,2.0
epistemic_only,0.2,1105,0,15,0.0,2.0
epistemic_only,0.2,1106,0,15,0.0,2.0
epistemic_only,0.2,1107,0,15,0.0,2.0
epistemic_only,0.2,1108,0,15,0.3506,1.8011
epistemic_only,0.2,1109,0,15,0.0,2.0
epistemic_only,0.2,1110,0,15,0.0,2.0
epistemic_only,0.2,1111,0,15,0.0,2.0
epistemic_only,0.2,1112,0,15,0.0,2.0
epistemic_only,0.2,1113,0,15,0.0008,1.9997
epistemic_only,0.2,1114,0,15,0.0,2.0
epistemic_only,0.2,1115,0,15,0.0,2.0
epistemic_only,0.2,1116,1,1,0.4458,0.0418
epistemic_only,0.2,1117,1,6,0.0808,0.0005
epistemic_only,0.2,1118,0,15,0.0,2.0
epistemic_only,0.2,1119,0,15,0.0,2.0
epistemic_only,0.2,1120,1,13,0.0461,0.0001
epistemic_only,0.2,1121,0,15,0.0,2.0
epistemic_only,0.2,1122,0,15,0.0,2.0
epistemic_only,0.2,1123,0,15,0.0492,1.9831
epistemic_only,0.2,1124,0,15,0.0,2.0
epistemic_only,0.2,1125,1,2,0.2802,0.006
epistemic_only,0.2,1126,1,2,0.2241,0.0055
epistemic_only,0.2,1127,1,3,0.0096,0.0
epistemic_only,0.2,1128,1,4,0.0613,0.0002
epistemic_only,0.2,1129,0,15,0.0001,2.0
epistemic_only,0.2,1130,1,5,0.0828,0.0005
epistemic_only,0.2,1131,0,15,0.0,2.0
epistemic_only,0.2,1132,1,3,0.0318,0.0
epistemic_only,0.2,1133,0,15,0.0,2.0
epistemic_only,0.2,1134,0,15,0.0,2.0
epistemic_only,0.2,1135,1,1,0.0246,0.0
epistemic_only,0.2,1136,0,15,0.6056,1.5929
epistemic_only,0.2,1137,1,1,0.0685,0.0003
epistemic_only,0.2,1138,1,6,0.0072,0.0
epistemic_only,0.2,1139,1,1,0.1413,0.0015
epistemic_only,0.2,1140,0,15,0.001,1.9998
epistemic_only,0.2,1141,0,15,0.0079,1.998
epistemic_only,0.2,1142,0,15,0.0,2.0
epistemic_only,0.2,1143,1,7,0.4157,0.0412
epistemic_only,0.2,1144,0,15,0.0,2.0
epistemic_only,0.2,1145,0,15,0.83,1.1718
epistemic_only,0.2,1146,1,5,0.2762,0.0121
epistemic_only,0.2,1147,1,5,0.1191,0.0013
epistemic_only,0.2,1148,0,15,0.6703,1.5229
epistemic_only,0.2,1149,1,12,0.2163,0.0031
epistemic_only,0.2,1150,1,2,0.2132,0.0057
epistemic_only,0.2,1151,0,15,0.0004,1.9999
epistemic_only,0.2,1152,0,15,0.0,2.0
epistemic_only,0.2,1153,1,1,0.4907,0.033
epistemic_only,0.2,1154,1,2,0.5018,0.0769
epistemic_only,0.2,1155,0,15,0.0,2.0
epistemic_only,0.2,1156,0,15,0.0025,1.9995
epistemic_only,0.2,1157,1,1,0.4001,0.0162
epistemic_only,0.2,1158,0,15,0.0,2.0
epistemic_only,0.2,1159,1,6,0.4881,0.0308
epistemic_only,0.2,1160,0,15,0.6003,1.5899
epistemic_only,0.2,1161,1,1,0.5143,0.0683
epistemic_only,0.2,1162,1,9,0.27,0.0116
epistemic_only,0.2,1163,1,4,0.3176,0.0135
epistemic_only,0.2,1164,1,2,0.1844,0.0035
epistemic_only,0.2,1165,0,15,0.0,2.0
epistemic_only,0.2,1166,0,15,0.0,2.0
epistemic_only,0.2,1167,0,15,0.0,2.0
epistemic_only,0.2,1168,1,2,0.4579,0.036
epistemic_only,0.2,1169,1,11,0.3733,0.0301
epistemic_only,0.2,1170,1,4,0.21,0.0058
epistemic_only,0.2,1171,0,15,0.0283,1.9825
epistemic_only,0.2,1172,1,2,0.4445,0.0462
epistemic_only,0.2,1173,1,2,0.306,0.0161
epistemic_only,0.2,1174,0,15,0.0,2.0
epistemic_only,0.2,1175,1,1,0.4148,0.0341
epistemic_only,0.2,1176,0,15,0.1812,1.9154
epistemic_only,0.2,1177,1,11,0.2879,0.013
epistemic_only,0.2,1178,1,5,0.1469,0.0022
epistemic_only,0.2,1179,1,2,0.228,0.0072
epistemic_only,0.2,1180,0,15,0.0015,1.9994
epistemic_only,0.2,1181,1,2,0.0034,0.0
epistemic_only,0.2,1182,1,3,0.0748,0.0002
epistemic_only,0.2,1183,0,15,0.0,2.0
epistemic_only,0.2,1184,0,15,0.0074,1.9981
epistemic_only,0.2,1185,1,2,0.1155,0.0011
epistemic_only,0.2,1186,0,15,0.064,1.9767
epistemic_only,0.2,1187,0,15,0.687,0.3949
epistemic_only,0.2,1188,1,1,0.0685,0.0002
epistemic_only,0.2,1189,0,15,0.0006,1.9999
epistemic_only,0.2,1190,1,1,0.4939,0.0366
epistemic_only,0.2,1191,1,2,0.3706,0.0275
epistemic_only,0.2,1192,1,12,0.3275,0.0193
epistemic_only,0.2,1193,1,1,0.4907,0.033
epistemic_only,0.2,1194,0,15,0.0,2.0
epistemic_only,0.2,1195,0,15,0.0,2.0
epistemic_only,0.2,1196,1,1,0.5143,0.0683
epistemic_only,0.2,1197,0,15,0.0,2.0
epistemic_only,0.2,1198,0,15,0.0,2.0
epistemic_only,0.2,1199,0,15,0.0,2.0
epistemic_only,0.2,1200,0,15,0.0,2.0
epistemic_only,0.2,1201,0,15,0.0,2.0
epistemic_only,0.2,1202,1,1,0.4631,0.0525
epistemic_only,0.2,1203,1,3,0.4346,0.0352
epistemic_only,0.2,1204,1,1,0.3808,0.0311
epistemic_only,0.2,1205,0,15,0.0,2.0
epistemic_only,0.2,1206,0,15,0.0,2.0
epistemic_only,0.2,1207,0,15,0.0,2.0
epistemic_only,0.2,1208,1,6,0.1662,0.0031
epistemic_only,0.2,1209,0,15,0.0,2.0
epistemic_only,0.2,1210,0,15,0.0907,1.9644
epistemic_only,0.2,1211,1,1,0.2282,0.004
epistemic_only,0.2,1212,1,3,0.0298,0.0
epistemic_only,0.2,1213,0,15,0.0,2.0
epistemic_only,0.2,1214,1,1,0.4201,0.0178
epistemic_only,0.2,1215,1,2,0.3457,0.024
epistemic_only,0.2,1216,1,1,0.5295,0.0386
epistemic_only,0.2,1217,0,15,0.0068,1.9983
epistemic_only,0.2,1218,1,1,0.0428,0.0001
epistemic_only,0.2,1219,1,6,0.1557,0.0026
epistemic_only,0.2,1220,0,15,0.0,2.0
epistemic_only,0.2,1221,1,1,0.216,0.0053
epistemic_only,0.2,1222,1,2,0.5356,0.0366
epistemic_only,0.2,1223,0,15,0.0,2.0
epistemic_only,0.2,1224,1,3,0.0261,0.0
epistemic_only,0.2,1225,0,15,0.0002,2.0
epistemic_only,0.2,1226,0,15,0.0,2.0
epistemic_only,0.2,1227,1,7,0.0221,0.0
epistemic_only,0.2,1228,1,2,0.4517,0.0481
epistemic_only,0.2,1229,0,15,0.0,2.0
epistemic_only,0.2,1230,0,15,0.0,2.0
epistemic_only,0.2,1231,1,1,0.5394,0.0395
epistemic_only,0.2,1232,0,15,0.0465,1.9842
epistemic_only,0.2,1233,0,15,0.0,2.0
epistemic_only,0.2,1234,0,15,0.0,2.0
epistemic_only,0.2,1235,1,3,0.1789,0.0038
epistemic_only,0.2,1236,0,15,0.0,2.0
epistemic_only,0.2,1237,0,15,0.0026,1.9989
epistemic_only,0.2,1238,1,3,0.2698,0.0065
epistemic_only,0.2,1239,1,4,0.1492,0.0023
epistemic_only,0.2,1240,0,15,0.0,2.0
epistemic_only,0.2,1241,0,15,0.0,2.0
epistemic_only,0.2,1242,0,15,0.0,2.0
epistemic_only,0.2,1243,1,1,0.3128,0.015
epistemic_only,0.2,1244,1,2,0.2731,0.0074
epistemic_only,0.2,1245,1,3,0.4138,0.0374
epistemic_only,0.2,1246,1,1,0.5295,0.0386
epistemic_only,0.2,1247,0,15,0.0,2.0
epistemic_only,0.2,1248,0,15,0.0,2.0
epistemic_only,0.2,1249,0,15,0.0,2.0
epistemic_only,0.2,1250,0,15,0.0,2.0
epistemic_only,0.2,1251,0,15,0.0,2.0
epistemic_only,0.2,1252,1,8,0.4169,0.043
epistemic_only,0.2,1253,1,1,0.5295,0.0386
epistemic_only,0.2,1254,0,15,0.0013,1.9995
epistemic_only,0.2,1255,0,15,0.0,2.0
epistemic_only,0.2,1256,1,6,0.1628,0.0028
epistemic_only,0.2,1257,0,15,0.6781,1.515
epistemic_only,0.2,1258,1,5,0.0797,0.0003
epistemic_only,0.2,1259,0,15,0.0,2.0
epistemic_only,0.2,1260,0,15,0.0,2.0
epistemic_only,0.2,1261,0,15,0.0,2.0
epistemic_only,0.2,1262,1,1,0.2628,0.0106
epistemic_only,0.2,1263,1,1,0.3814,0.0245
epistemic_only,0.2,1264,1,1,0.0825,0.0005
epistemic_only,0.2,1265,1,4,0.328,0.0205
epistemic_only,0.2,1266,0,15,0.0,2.0
epistemic_only,0.2,1267,1,2,0.1523,0.0025
epistemic_only,0.2,1268,1,1,0.2933,0.0147
epistemic_only,0.2,1269,0,15,0.0,2.0
epistemic_only,0.2,1270,0,15,0.0,2.0
epistemic_only,0.2,1271,0,15,0.0,2.0
epistemic_only,0.2,1272,0,15,0.0,2.0
epistemic_only,0.2,1273,1,4,0.4117,0.0413
epistemic_only,0.2,1274,1,1,0.0825,0.0005
epistemic_only,0.2,1275,0,15,0.0,2.0
epistemic_only,0.2,1276,0,15,0.0,2.0
epistemic_only,0.2,1277,0,15,0.0,2.0
epistemic_only,0.2,1278,0,15,0.0,2.0
epistemic_only,0.2,1279,1,2,0.0017,0.0
epistemic_only,0.2,1280,0,15,0.0,2.0
epistemic_only,0.2,1281,0,15,0.0,2.0
epistemic_only,0.2,1282,0,15,0.0,2.0
epistemic_only,0.2,1283,0,15,0.0,2.0
epistemic_only,0.2,1284,1,2,0.528,0.0741
epistemic_only,0.2,1285,0,15,0.0,2.0
epistemic_only,0.2,1286,0,15,0.0026,1.9994
epistemic_only,0.2,1287,1,1,0.0852,0.0003
epistemic_only,0.2,1288,0,15,0.0,2.0
epistemic_only,0.2,1289,1,3,0.2692,0.0115
epistemic_only,0.2,1290,1,5,0.0564,0.0001
epistemic_only,0.2,1291,1,2,0.4114,0.029
epistemic_only,0.2,1292,1,2,0.3374,0.0223
epistemic_only,0.2,1293,1,2,0.3424,0.0209
epistemic_only,0.2,1294,1,6,0.0366,0.0001
epistemic_only,0.2,1295,0,15,0.0,2.0
epistemic_only,0.2,1296,0,15,0.0,2.0
epistemic_only,0.2,1297,0,15,0.0,2.0
epistemic_only,0.2,1298,0,15,0.0,2.0
epistemic_only,0.2,1299,1,4,0.0527,0.0002
epistemic_only,0.2,1300,0,15,0.0,2.0
epistemic_only,0.2,1301,1,1,0.0269,0.0
epistemic_only,0.2,1302,0,15,0.0,2.0
epistemic_only,0.2,1303,0,15,0.0,2.0
epistemic_only,0.2,1304,1,3,0.011,0.0
epistemic_only,0.2,1305,1,1,0.4554,0.0232
epistemic_only,0.2,1306,1,5,0.3951,0.0362
epistemic_only,0.2,1307,1,6,0.2014,0.0031
epistemic_only,0.2,1308,1,1,0.6097,0.0532
epistemic_only,0.2,1309,1,2,0.1912,0.004
epistemic_only,0.2,1310,0,15,0.0,2.0
epistemic_only,0.2,1311,0,15,0.0,2.0
epistemic_only,0.2,1312,1,2,0.4756,0.0407
epistemic_only,0.2,1313,0,15,0.0,2.0
epistemic_only,0.2,1314,0,15,0.0,2.0
epistemic_only,0.2,1315,1,1,0.6097,0.0532
epistemic_only,0.2,1316,0,15,0.0,2.0
epistemic_only,0.2,1317,1,1,0.0825,0.0005
epistemic_only,0.2,1318,1,2,0.0951,0.0007
epistemic_only,0.2,1319,1,2,0.1872,0.0036
epistemic_only,0.2,1320,0,15,0.0,2.0
epistemic_only,0.2,1321,1,2,0.6236,0.0589
epistemic_only,0.2,1322,1,2,0.39,0.0306
epistemic_only,0.2,1323,0,15,0.0,2.0
epistemic_only,0.2,1324,0,15,0.0,2.0
epistemic_only,0.2,1325,0,15,0.0,2.0
epistemic_only,0.2,1326,1,4,0.1904,0.0037
epistemic_only,0.2,1327,1,3,0.3653,0.0268
epistemic_only,0.2,1328,0,15,0.0,2.0
epistemic_only,0.2,1329,0,15,0.0,2.0
epistemic_only,0.2,1330,1,1,0.4565,0.0532
epistemic_only,0.2,1331,0,15,0.0,2.0
epistemic_only,0.2,1332,0,15,0.0094,1.9951
epistemic_only,0.2,1333,0,15,0.0,2.0
epistemic_only,0.2,1334,1,3,0.1574,0.0027
epistemic_only,0.2,1335,1,2,0.0427,0.0001
epistemic_only,0.2,1336,1,8,0.0004,0.0
epistemic_only,0.2,1337,0,15,0.0,2.0
epistemic_only,0.2,1338,1,1,0.0042,0.0
epistemic_only,0.2,1339,0,15,0.0,2.0
epistemic_only,0.2,1340,1,1,0.0681,0.0002
epistemic_only,0.2,1341,0,15,0.0,2.0
epistemic_only,0.2,1342,1,1,0.4259,0.0251
epistemic_only,0.2,1343,0,15,0.0,2.0
epistemic_only,0.2,1344,0,15,0.0,2.0
epistemic_only,0.2,1345,0,15,0.0,2.0
epistemic_only,0.2,1346,1,1,0.3563,0.012
epistemic_only,0.2,1347,1,4,0.2013,0.0051
epistemic_only,0.2,1348,1,1,0.3724,0.021
epistemic_only,0.2,1349,1,11,0.2792,0.0128
epistemic_only,0.2,1350,1,1,0.034,0.0
epistemic_only,0.2,1351,1,14,0.4179,0.0434
epistemic_only,0.2,1352,1,9,0.1383,0.0011
epistemic_only,0.2,1353,1,1,0.1159,0.0008
epistemic_only,0.2,1354,1,1,0.2174,0.0031
epistemic_only,0.2,1355,0,15,0.0,2.0
epistemic_only,0.2,1356,1,1,0.1165,0.0009
epistemic_only,0.2,1357,1,1,0.0358,0.0001
epistemic_only,0.2,1358,0,15,0.0,2.0
epistemic_only,0.2,1359,1,15,0.0007,0.0
epistemic_only,0.2,1360,1,11,0.2073,0.0056
epistemic_only,0.2,1361,0,15,0.0,2.0
epistemic_only,0.2,1362,0,15,0.0,2.0
epistemic_only,0.2,1363,0,15,0.0,2.0
epistemic_only,0.2,1364,1,1,0.4259,0.0251
epistemic_only,0.2,1365,0,15,0.0,2.0
epistemic_only,0.2,1366,0,15,0.0,2.0
epistemic_only,0.2,1367,0,15,0.0,2.0
epistemic_only,0.2,1368,1,4,0.0723,0.0003
epistemic_only,0.2,1369,1,2,0.0022,0.0
epistemic_only,0.2,1370,1,1,0.3576,0.0176
epistemic_only,0.2,1371,1,2,0.0213,0.0
epistemic_only,0.2,1372,1,1,0.034,0.0
epistemic_only,0.2,1373,0,15,0.0,2.0
epistemic_only,0.2,1374,1,8,0.1145,0.0012
epistemic_only,0.2,1375,0,15,0.0,2.0
epistemic_only,0.2,1376,1,1,0.3621,0.0244
epistemic_only,0.2,1377,1,7,0.399,0.0305
epistemic_only,0.2,1378,1,1,0.0681,0.0002
epistemic_only,0.2,1379,1,1,0.1165,0.0009
epistemic_only,0.2,1380,0,15,0.0,2.0
epistemic_only,0.2,1381,0,15,0.0,2.0
epistemic_only,0.2,1382,1,3,0.1638,0.003
epistemic_only,0.2,1383,1,3,0.0949,0.0004
epistemic_only,0.2,1384,1,10,0.0319,0.0
epistemic_only,0.2,1385,0,15,0.0177,1.9948
epistemic_only,0.2,1386,0,15,0.0022,1.9995
epistemic_only,0.2,1387,0,15,0.0,2.0
epistemic_only,0.2,1388,0,15,0.2388,1.7508
epistemic_only,0.2,1389,1,1,0.3803,0.0154
epistemic_only,0.2,1390,1,8,0.0988,0.0008
epistemic_only,0.2,1391,1,5,0.0127,0.0
epistemic_only,0.2,1392,0,15,0.0001,2.0
epistemic_only,0.2,1393,1,1,0.4689,0.0284
epistemic_only,0.2,1394,0,15,0.6607,1.5321
epistemic_only,0.2,1395,0,15,0.0,2.0
epistemic_only,0.2,1396,1,3,0.2225,0.0054
epistemic_only,0.2,1397,0,15,0.4687,1.3544
epistemic_only,0.2,1398,0,15,0.0,2.0
epistemic_only,0.2,1399,1,12,0.4964,0.0285
epistemic_only,0.2,1400,1,1,0.3723,0.0132
epistemic_only,0.2,1401,0,15,0.8434,0.5613
epistemic_only,0.2,1402,1,2,0.4678,0.062
epistemic_only,0.2,1403,1,4,0.318,0.0177
epistemic_only,0.2,1404,0,15,0.0,2.0
epistemic_only,0.2,1405,1,14,0.1125,0.0011
epistemic_only,0.2,1406,0,15,0.0,2.0
epistemic_only,0.2,1407,1,3,0.0104,0.0
epistemic_only,0.2,1408,1,5,0.0549,0.0001
epistemic_only,0.2,1409,1,1,0.0724,0.0004
epistemic_only,0.2,1410,0,15,0.0,2.0
epistemic_only,0.2,1411,1,1,0.0724,0.0004
epistemic_only,0.2,1412,1,1,0.5037,0.0298
epistemic_only,0.2,1413,0,15,0.0,2.0
epistemic_only,0.2,1414,0,15,0.0037,1.9992
epistemic_only,0.2,1415,1,1,0.5037,0.0298
epistemic_only,0.2,1416,0,15,0.0,2.0
epistemic_only,0.2,1417,1,2,0.2046,0.0053
epistemic_only,0.2,1418,1,1,0.3978,0.0156
epistemic_only,0.2,1419,1,12,0.4036,0.0374
epistemic_only,0.2,1420,1,3,0.0518,0.0001
epistemic_only,0.2,1421,0,15,0.0001,2.0
epistemic_only,0.2,1422,1,2,0.477,0.0601
epistemic_only,0.2,1423,0,15,0.0,2.0
epistemic_only,0.2,1424,1,2,0.0708,0.0003
epistemic_only,0.2,1425,1,4,0.43,0.0317
epistemic_only,0.2,1426,0,15,0.0,2.0
epistemic_only,0.2,1427,0,15,0.0097,1.9975
epistemic_only,0.2,1428,1,1,0.0476,0.0001
epistemic_only,0.2,1429,1,6,0.3148,0.0108
epistemic_only,0.2,1430,1,2,0.2317,0.0045
epistemic_only,0.2,1431,0,15,0.6909,1.5023
epistemic_only,0.2,1432,1,3,0.3298,0.0093
epistemic_only,0.2,1433,0,15,0.1383,1.8778
epistemic_only,0.2,1434,0,15,0.1745,1.9194
epistemic_only,0.2,1435,0,15,0.0033,1.9993
epistemic_only,0.2,1436,0,15,0.0,2.0
epistemic_only,0.2,1437,0,15,0.0,2.0
epistemic_only,0.2,1438,1,1,0.0898,0.0004
epistemic_only,0.2,1439,0,15,0.0,2.0
epistemic_only,0.2,1440,1,4,0.0268,0.0
epistemic_only,0.2,1441,1,12,0.0959,0.0008
epistemic_only,0.2,1442,0,15,0.0,2.0
epistemic_only,0.2,1443,1,2,0.5114,0.0485
epistemic_only,0.2,1444,1,1,0.2037,0.0042
epistemic_only,0.2,1445,1,1,0.307,0.0085
epistemic_only,0.2,1446,0,15,0.0,2.0
epistemic_only,0.2,1447,1,1,0.2637,0.0092
epistemic_only,0.2,1448,1,1,0.2496,0.0093
epistemic_only,0.2,1449,1,8,0.003,0.0
epistemic_only,0.2,1450,1,2,0.0192,0.0
epistemic_only,0.2,1451,0,15,0.0443,1.97
epistemic_only,0.2,1452,0,15,0.0001,2.0
epistemic_only,0.2,1453,0,15,0.0,2.0
epistemic_only,0.2,1454,1,1,0.307,0.0085
epistemic_only,0.2,1455,0,15,0.0,2.0
epistemic_only,0.2,1456,1,1,0.0763,0.0003
epistemic_only,0.2,1457,0,15,0.559,1.6284
epistemic_only,0.2,1458,0,15,0.0,2.0
epistemic_only,0.2,1459,1,1,0.4374,0.05
epistemic_only,0.2,1460,0,15,0.0,2.0
epistemic_only,0.2,1461,1,1,0.2037,0.0042
epistemic_only,0.2,1462,1,1,0.4271,0.0279
epistemic_only,0.2,1463,1,4,0.0044,0.0
epistemic_only,0.2,1464,1,5,0.0922,0.0007
epistemic_only,0.2,1465,1,2,0.0167,0.0
epistemic_only,0.2,1466,1,3,0.4438,0.0514
epistemic_only,0.2,1467,0,15,0.5813,1.0715
epistemic_only,0.2,1468,1,9,0.102,0.0008
epistemic_only,0.2,1469,1,11,0.49,0.074
epistemic_only,0.2,1470,0,15,0.0003,1.9999
epistemic_only,0.2,1471,1,1,0.3341,0.0198
epistemic_only,0.2,1472,0,15,0.0,2.0
epistemic_only,0.2,1473,0,15,0.6262,1.5657
epistemic_only,0.2,1474,0,15,0.0,2.0
epistemic_only,0.2,1475,0,15,0.0,2.0
epistemic_only,0.2,1476,0,15,0.0006,1.9999
epistemic_only,0.2,1477,0,15,0.0,2.0
epistemic_only,0.2,1478,0,15,0.0001,2.0
epistemic_only,0.2,1479,0,15,0.0041,1.9989
epistemic_only,0.2,1480,1,1,0.5211,0.0616
epistemic_only,0.2,1481,1,2,0.0588,0.0002
epistemic_only,0.2,1482,1,1,0.1616,0.0028
epistemic_only,0.2,1483,0,15,0.0,2.0
epistemic_only,0.2,1484,0,15,0.0,2.0
epistemic_only,0.2,1485,0,15,0.0011,1.9996
epistemic_only,0.2,1486,1,2,0.3447,0.0104
epistemic_only,0.2,1487,0,15,0.0,2.0
epistemic_only,0.2,1488,1,3,0.2444,0.0073
epistemic_only,0.2,1489,0,15,0.0002,2.0
epistemic_only,0.2,1490,1,1,0.0185,0.0
epistemic_only,0.2,1491,1,1,0.3264,0.015
epistemic_only,0.2,1492,0,15,0.0006,1.9999
epistemic_only,0.2,1493,1,2,0.1092,0.001
epistemic_only,0.2,1494,1,1,0.2509,0.009
epistemic_only,0.2,1495,1,1,0.5187,0.0709
epistemic_only,0.2,1496,1,7,0.3728,0.0302
epistemic_only,0.2,1497,1,3,0.0484,0.0001
epistemic_only,0.2,1498,1,1,0.1616,0.0028
epistemic_only,0.2,1499,1,14,0.0089,0.0
epistemic_only,0.3,0,1,1,0.0942,0.0004
epistemic_only,0.3,1,1,1,0.4922,0.05
epistemic_only,0.3,2,0,15,0.0,2.0
epistemic_only,0.3,3,0,15,0.5691,1.6188
epistemic_only,0.3,4,1,1,0.3662,0.0171
epistemic_only,0.3,5,1,14,0.0442,0.0001
epistemic_only,0.3,6,0,15,0.0025,1.9989
epistemic_only,0.3,7,1,1,0.1102,0.0007
epistemic_only,0.3,8,1,1,0.0372,0.0001
epistemic_only,0.3,9,0,15,0.0006,1.9999
epistemic_only,0.3,10,0,15,0.0,2.0
epistemic_only,0.3,11,1,1,0.1689,0.0029
epistemic_only,0.3,12,1,6,0.2355,0.004
epistemic_only,0.3,13,0,15,0.5583,1.6287
epistemic_only,0.3,14,1,1,0.4922,0.05
epistemic_only,0.3,15,1,13,0.446,0.0537
epistemic_only,0.3,16,1,5,0.3565,0.0263
epistemic_only,0.3,17,1,4,0.4609,0.06
epistemic_only,0.3,18,1,1,0.1975,0.0028
epistemic_only,0.3,19,1,1,0.5013,0.0636
epistemic_only,0.3,20,1,2,0.1017,0.0007
epistemic_only,0.3,21,0,15,0.5857,1.6036
epistemic_only,0.3,22,1,1,0.5057,0.0321
epistemic_only,0.3,23,0,15,0.0218,1.9935
epistemic_only,0.3,24,1,1,0.5612,0.0533
epistemic_only,0.3,25,1,1,0.2262,0.0051
epistemic_only,0.3,26,1,2,0.1091,0.001
epistemic_only,0.3,27,1,13,0.2583,0.0051
epistemic_only,0.3,28,1,10,0.4243,0.0366
epistemic_only,0.3,29,0,15,0.0128,1.9965
epistemic_only,0.3,30,1,1,0.414,0.0172
epistemic_only,0.3,31,0,15,0.0,2.0
epistemic_only,0.3,32,1,3,0.3594,0.0141
epistemic_only,0.3,33,1,1,0.26,0.0089
epistemic_only,0.3,34,1,2,0.2797,0.0121
epistemic_only,0.3,35,1,1,0.4027,0.0165
epistemic_only,0.3,36,0,15,0.0019,1.9996
epistemic_only,0.3,37,1,1,0.0344,0.0001
