policy,epsilon,episode,success,steps,final_entropy,brier
passive,0.2,817,1,1,0.9425,0.6425
passive,0.2,818,1,1,1.0906,0.6462
passive,0.2,819,0,1,0.2321,1.8591
passive,0.2,820,1,1,0.1553,0.0022
passive,0.2,821,1,1,0.1665,0.0018
passive,0.2,822,1,1,0.52,0.0441
passive,0.2,823,1,1,0.23,0.0049
passive,0.2,824,1,1,0.4459,1.4606
passive,0.2,825,1,1,0.3487,0.011
passive,0.2,826,1,1,0.5825,1.4906
passive,0.2,827,1,1,0.0983,0.0005
passive,0.2,828,1,1,0.7236,1.4855
passive,0.2,829,1,1,0.0225,1.9894
passive,0.2,830,1,1,0.9484,0.4331
passive,0.2,831,1,1,0.6875,0.2266
passive,0.2,832,1,1,0.2205,1.777
passive,0.2,833,1,1,0.8146,0.1762
passive,0.2,834,1,1,0.8565,0.1848
passive,0.2,835,1,1,0.6518,0.253
passive,0.2,836,1,1,0.0336,0.0
passive,0.2,837,1,1,0.5198,0.0735
passive,0.2,838,1,1,0.841,0.6728
passive,0.2,839,1,1,0.6267,1.1229
passive,0.2,840,1,1,0.6254,1.1323
passive,0.2,841,1,1,0.0488,0.0001
passive,0.2,842,1,1,0.8457,1.1324
passive,0.2,843,0,1,0.3485,0.0108
passive,0.2,844,1,1,0.081,0.0003
passive,0.2,845,0,1,0.7615,0.745
passive,0.2,846,1,1,0.0211,1.9938
passive,0.2,847,1,1,0.6815,0.8243
passive,0.2,848,1,1,0.6887,0.3247
passive,0.2,849,1,1,0.2572,0.0094
passive,0.2,850,0,1,0.0124,1.9965
passive,0.2,851,1,1,0.7526,1.4629
passive,0.2,852,1,1,0.1295,0.0009
passive,0.2,853,1,1,0.0219,1.9886
passive,0.2,854,1,1,0.6254,1.1323
passive,0.2,855,1,1,1.0581,0.4615
passive,0.2,856,1,1,0.69,0.8071
passive,0.2,857,0,1,0.0987,0.0005
passive,0.2,858,1,1,0.9001,0.5041
passive,0.2,859,1,1,0.1295,0.0009
passive,0.2,860,0,1,0.1909,1.829
passive,0.2,861,1,1,0.4258,1.4899
passive,0.2,862,1,1,0.2003,1.8121
passive,0.2,863,1,1,0.8579,0.1739
passive,0.2,864,1,1,0.0561,0.0001
passive,0.2,865,1,1,0.7695,1.3836
passive,0.2,866,1,1,0.2411,0.0083
passive,0.2,867,1,1,0.0488,0.0001
passive,0.2,868,0,1,0.7747,0.2417
passive,0.2,869,1,1,0.3485,1.7526
passive,0.2,870,1,1,0.2387,1.8452
passive,0.2,871,1,1,0.6815,0.8243
passive,0.2,872,1,1,0.0496,0.0001
passive,0.2,873,1,1,0.6266,0.1584
passive,0.2,874,1,1,0.6273,1.5806
passive,0.2,875,1,1,0.3485,1.7526
passive,0.2,876,1,1,0.6031,0.0586
passive,0.2,877,1,1,0.0013,0.0
passive,0.2,878,1,1,0.455,0.0342
passive,0.2,879,1,1,0.2318,0.0057
passive,0.2,880,0,1,0.5579,1.1733
passive,0.2,881,1,1,0.6254,1.1323
passive,0.2,882,1,1,1.0178,0.3335
passive,0.2,883,1,1,0.6382,1.1142
passive,0.2,884,1,1,0.6079,0.1436
passive,0.2,885,1,1,0.3116,0.0147
passive,0.2,886,1,1,0.1704,1.8955
passive,0.2,887,0,1,0.0619,1.9777
passive,0.2,888,1,1,0.0987,1.9386
passive,0.2,889,1,1,0.3999,0.0159
passive,0.2,890,1,1,0.2995,1.7898
passive,0.2,891,0,1,0.3317,1.8126
passive,0.2,892,1,1,0.6031,0.0586
passive,0.2,893,1,1,0.0561,0.0001
passive,0.2,894,1,1,0.0037,0.0
passive,0.2,895,1,1,0.0449,0.0001
passive,0.2,896,1,1,0.0124,1.9939
passive,0.2,897,0,1,0.0564,1.9686
passive,0.2,898,1,1,0.7747,0.8569
passive,0.2,899,1,1,0.6382,1.1142
passive,0.2,900,1,1,0.6469,0.1909
passive,0.2,901,0,1,0.8612,1.2547
passive,0.2,902,1,1,0.6998,0.6321
passive,0.2,903,1,1,0.6888,0.717
passive,0.2,904,1,1,0.7745,1.2741
passive,0.2,905,0,1,0.0691,0.0003
passive,0.2,906,1,1,0.6144,0.168
passive,0.2,907,1,1,0.0804,1.9448
passive,0.2,908,1,1,0.355,1.7975
passive,0.2,909,1,1,0.7745,1.2741
passive,0.2,910,1,1,0.7042,0.5318
passive,0.2,911,1,1,0.876,0.2012
passive,0.2,912,0,1,0.9427,0.2637
passive,0.2,913,1,1,0.5945,1.3055
passive,0.2,914,1,1,0.2264,0.0045
passive,0.2,915,1,1,0.9056,0.7306
passive,0.2,916,1,1,0.7423,1.1706
passive,0.2,917,1,1,0.0375,1.9852
passive,0.2,918,1,1,0.257,1.7684
passive,0.2,919,1,1,0.9164,1.0275
passive,0.2,920,1,1,0.881,1.3001
passive,0.2,921,0,1,0.6998,0.3834
passive,0.2,922,0,1,0.3813,1.7808
passive,0.2,923,1,1,0.7281,0.7842
passive,0.2,924,1,1,0.4897,1.3583
passive,0.2,925,1,1,0.5247,0.0892
passive,0.2,926,1,1,0.1525,0.0014
passive,0.2,927,1,1,0.9589,0.7977
passive,0.2,928,1,1,0.0349,0.0
passive,0.2,929,1,1,0.6336,0.1301
passive,0.2,930,1,1,0.2264,0.0045
passive,0.2,931,1,1,0.7915,1.2312
passive,0.2,932,1,1,0.883,1.0254
passive,0.2,933,0,1,0.9589,0.3139
passive,0.2,934,1,1,0.6146,1.572
passive,0.2,935,1,1,0.2264,0.0045
passive,0.2,936,1,1,0.6699,1.4792
passive,0.2,937,1,1,0.7117,0.9495
passive,0.2,938,1,1,0.7285,0.6218
passive,0.2,939,1,1,0.8612,1.0681
passive,0.2,940,1,1,0.6888,0.717
passive,0.2,941,1,1,0.2244,1.8569
passive,0.2,942,1,1,0.0216,1.9924
passive,0.2,943,1,1,0.9882,0.2922
passive,0.2,944,0,1,0.8219,1.2061
passive,0.2,945,1,1,0.3739,0.0139
passive,0.2,946,1,1,0.3736,0.0263
passive,0.2,947,1,1,0.0271,0.0
passive,0.2,948,1,1,0.0768,1.9447
passive,0.2,949,1,1,0.8657,0.8976
passive,0.2,950,1,1,0.7125,1.0045
passive,0.2,951,1,1,0.4526,1.5829
passive,0.2,952,1,1,0.7281,0.7842
passive,0.2,953,1,1,0.0313,0.0
passive,0.2,954,1,1,0.6793,1.43
passive,0.2,955,0,1,0.7117,1.5031
passive,0.2,956,1,1,0.3739,0.0139
passive,0.2,957,1,1,0.6929,1.1025
passive,0.2,958,1,1,0.0313,0.0
passive,0.2,959,1,1,0.6144,0.168
passive,0.2,960,1,1,0.3805,0.0299
passive,0.2,961,1,1,0.8689,0.1694
passive,0.2,962,1,1,0.1562,0.0026
passive,0.2,963,1,1,0.6912,0.3561
passive,0.2,964,0,1,0.0205,1.988
passive,0.2,965,1,1,0.1157,1.9132
passive,0.2,966,1,1,0.0082,1.9973
passive,0.2,967,1,1,0.6322,0.916
passive,0.2,968,1,1,0.0261,0.0
passive,0.2,969,1,1,0.6648,0.287
passive,0.2,970,1,1,0.4967,1.6923
passive,0.2,971,1,1,1.023,1.0491
passive,0.2,972,1,1,0.6177,1.201
passive,0.2,973,1,1,0.6177,1.201
passive,0.2,974,1,1,0.6781,0.9293
passive,0.2,975,1,1,0.0064,0.0
passive,0.2,976,1,1,0.3805,0.0299
passive,0.2,977,1,1,0.8689,0.1694
passive,0.2,978,1,1,0.0205,0.0
passive,0.2,979,1,1,0.3611,1.7969
passive,0.2,980,1,1,0.1562,0.0026
passive,0.2,981,0,1,0.3155,0.0123
passive,0.2,982,1,1,0.7972,1.4215
passive,0.2,983,1,1,0.1539,0.0016
passive,0.2,984,0,1,0.9169,1.0417
passive,0.2,985,1,1,0.0336,0.0
passive,0.2,986,1,1,0.6277,0.2056
passive,0.2,987,1,1,0.3828,0.0298
passive,0.2,988,1,1,0.3173,1.7006
passive,0.2,989,1,1,0.3161,1.649
passive,0.2,990,1,1,0.6606,0.0896
passive,0.2,991,1,1,0.9966,0.5428
passive,0.2,992,1,1,0.6456,0.2158
passive,0.2,993,1,1,0.206,0.005
passive,0.2,994,1,1,0.4399,1.6493
passive,0.2,995,1,1,0.1156,0.0008
passive,0.2,996,1,1,0.3828,0.0298
passive,0.2,997,0,1,0.4715,1.7041
passive,0.2,998,1,1,0.9135,0.711
passive,0.2,999,0,1,0.0055,0.0
passive,0.2,1000,1,1,0.9137,0.8564
passive,0.2,1001,1,1,0.1709,0.0023
passive,0.2,1002,1,1,0.1281,1.9443
passive,0.2,1003,1,1,0.2785,1.7992
passive,0.2,1004,1,1,0.9735,0.4317
passive,0.2,1005,1,1,0.7972,1.4215
passive,0.2,1006,1,1,0.843,1.2333
passive,0.2,1007,1,1,0.0205,0.0
passive,0.2,1008,1,1,0.5699,0.0491
passive,0.2,1009,1,1,0.3828,0.0298
passive,0.2,1010,1,1,0.7469,1.4691
passive,0.2,1011,1,1,0.5022,1.6879
passive,0.2,1012,1,1,0.9169,0.2106
passive,0.2,1013,1,1,0.6648,0.287
passive,0.2,1014,1,1,0.6781,0.9293
passive,0.2,1015,1,1,0.1281,1.9443
passive,0.2,1016,1,1,0.2131,0.003
passive,0.2,1017,1,1,0.4179,0.0273
passive,0.2,1018,1,1,0.5699,0.0491
passive,0.2,1019,1,1,0.6648,0.287
passive,0.2,1020,1,1,0.3515,1.7929
passive,0.2,1021,0,1,0.1226,0.0008
passive,0.2,1022,1,1,0.7247,0.0996
passive,0.2,1023,0,1,0.5431,1.2288
passive,0.2,1024,1,1,0.3843,1.5872
passive,0.2,1025,1,1,1.0959,0.737
passive,0.2,1026,1,1,0.6061,0.0604
passive,0.2,1027,1,1,0.1226,1.9278
passive,0.2,1028,1,1,0.411,0.025
passive,0.2,1029,1,1,0.4804,1.426
passive,0.2,1030,0,1,0.6705,1.3504
passive,0.2,1031,0,1,0.0975,0.0005
passive,0.2,1032,1,1,0.0701,0.0002
passive,0.2,1033,1,1,0.4244,1.6997
passive,0.2,1034,1,1,0.693,1.5201
passive,0.2,1035,0,1,0.1346,1.9257
passive,0.2,1036,1,1,0.6868,0.2951
passive,0.2,1037,0,1,0.6908,0.8359
passive,0.2,1038,1,1,0.3376,0.0128
passive,0.2,1039,1,1,0.4312,1.4853
passive,0.2,1040,1,1,0.693,1.5201
passive,0.2,1041,0,1,0.6621,0.2055
passive,0.2,1042,1,1,0.1346,0.0009
passive,0.2,1043,1,1,0.0257,0.0
passive,0.2,1044,1,1,0.694,0.8596
passive,0.2,1045,1,1,0.4175,0.0423
passive,0.2,1046,1,1,0.7398,0.5422
passive,0.2,1047,1,1,0.1226,1.9278
passive,0.2,1048,1,1,0.0636,0.0003
passive,0.2,1049,1,1,0.5084,1.6767
passive,0.2,1050,1,1,0.1703,1.9135
passive,0.2,1051,1,1,0.4205,0.0202
passive,0.2,1052,1,1,0.4205,0.0202
passive,0.2,1053,1,1,0.0882,1.9418
passive,0.2,1054,1,1,0.4804,1.426
passive,0.2,1055,1,1,0.2255,1.826
passive,0.2,1056,1,1,0.0882,1.9418
passive,0.2,1057,1,1,0.1703,1.9135
passive,0.2,1058,1,1,0.5535,0.0583
passive,0.2,1059,1,1,0.3568,1.576
passive,0.2,1060,0,1,0.4175,1.7504
passive,0.2,1061,1,1,0.3749,1.677
passive,0.2,1062,1,1,0.1318,1.8869
passive,0.2,1063,0,1,0.9312,1.2365
passive,0.2,1064,1,1,0.6916,1.233
passive,0.2,1065,0,1,0.411,1.7559
passive,0.2,1066,1,1,1.0959,0.737
passive,0.2,1067,1,1,0.693,1.5201
passive,0.2,1068,1,1,0.0342,0.0001
passive,0.2,1069,1,1,0.5639,0.064
passive,0.2,1070,1,1,0.6343,0.215
passive,0.2,1071,1,1,0.6343,0.215
passive,0.2,1072,0,1,0.6343,0.9036
passive,0.2,1073,1,1,0.6916,1.233
passive,0.2,1074,1,1,0.9857,0.2998
passive,0.2,1075,1,1,0.5139,1.5919
passive,0.2,1076,1,1,0.2201,0.0061
passive,0.2,1077,1,1,0.9712,1.173
passive,0.2,1078,0,1,0.5786,1.2242
passive,0.2,1079,1,1,0.7398,0.5422
passive,0.2,1080,1,1,0.5738,0.1222
passive,0.2,1081,1,1,0.6752,0.8045
passive,0.2,1082,1,1,0.0109,0.0
passive,0.2,1083,1,1,0.0456,0.0001
passive,0.2,1084,1,1,0.7254,1.4795
passive,0.2,1085,1,1,0.8561,0.7013
passive,0.2,1086,1,1,0.2008,0.0044
passive,0.2,1087,1,1,0.0653,1.9726
passive,0.2,1088,1,1,0.4545,1.4395
passive,0.2,1089,1,1,0.8561,0.7013
passive,0.2,1090,1,1,0.5353,0.095
passive,0.2,1091,1,1,0.2162,1.8387
passive,0.2,1092,1,1,0.0095,1.9966
passive,0.2,1093,1,1,0.2475,0.0044
passive,0.2,1094,1,1,0.7161,0.6533
passive,0.2,1095,1,1,1.0096,0.8962
passive,0.2,1096,1,1,0.1336,1.9279
passive,0.2,1097,1,1,0.3966,1.5798
passive,0.2,1098,1,1,0.0412,0.0001
passive,0.2,1099,1,1,0.6674,0.0714
passive,0.2,1100,1,1,0.8074,0.7284
passive,0.2,1101,1,1,1.0289,0.4386
passive,0.2,1102,1,1,0.2381,1.8813
passive,0.2,1103,1,1,0.0612,0.0002
passive,0.2,1104,1,1,0.5353,0.095
passive,0.2,1105,1,1,0.3027,0.0124
passive,0.2,1106,0,1,0.0008,1.9997
passive,0.2,1107,1,1,0.0205,1.994
passive,0.2,1108,1,1,1.0865,0.7637
passive,0.2,1109,1,1,0.1467,1.879
passive,0.2,1110,1,1,0.1643,0.002
passive,0.2,1111,1,1,0.3483,0.0181
passive,0.2,1112,0,1,0.7373,0.6268
passive,0.2,1113,1,1,0.0653,1.9726
passive,0.2,1114,1,1,0.4318,1.5884
passive,0.2,1115,0,1,1.0671,0.8792
passive,0.2,1116,1,1,0.4023,1.7574
passive,0.2,1117,0,1,0.7183,0.9933
passive,0.2,1118,1,1,1.0865,0.7637
passive,0.2,1119,1,1,0.7161,0.6533
passive,0.2,1120,1,1,0.7276,0.2295
passive,0.2,1121,1,1,0.0205,1.994
passive,0.2,1122,1,1,0.1336,1.9279
passive,0.2,1123,1,1,0.4836,1.6091
passive,0.2,1124,0,1,0.015,1.995
passive,0.2,1125,1,1,0.8074,0.7284
passive,0.2,1126,1,1,1.0289,0.4386
passive,0.2,1127,1,1,0.8878,0.7686
passive,0.2,1128,1,1,0.8641,0.166
passive,0.2,1129,1,1,0.7007,0.2618
passive,0.2,1130,1,1,0.2162,1.8387
passive,0.2,1131,1,1,0.2566,0.0059
passive,0.2,1132,1,1,0.6538,1.156
passive,0.2,1133,0,1,0.7183,0.1763
passive,0.2,1134,1,1,0.0653,1.9726
passive,0.2,1135,0,1,0.3483,1.806
passive,0.2,1136,1,1,0.6208,0.078
passive,0.2,1137,1,1,0.2598,0.0093
passive,0.2,1138,1,1,0.3636,0.0277
passive,0.2,1139,1,1,0.4458,0.0418
passive,0.2,1140,1,1,0.1073,1.9294
passive,0.2,1141,0,1,0.7033,1.0118
passive,0.2,1142,1,1,0.2079,1.8013
passive,0.2,1143,1,1,0.4875,0.0715
passive,0.2,1144,1,1,1.0506,0.8398
passive,0.2,1145,0,1,0.5604,1.3726
passive,0.2,1146,1,1,0.8741,0.245
passive,0.2,1147,1,1,0.001,0.0
passive,0.2,1148,1,1,0.1348,0.0012
passive,0.2,1149,1,1,0.7112,0.155
passive,0.2,1150,1,1,0.3244,0.0107
passive,0.2,1151,1,1,0.5265,1.6637
passive,0.2,1152,1,1,1.0506,0.8398
passive,0.2,1153,1,1,0.6629,0.1858
passive,0.2,1154,1,1,0.0311,1.983
passive,0.2,1155,1,1,0.5604,1.6309
passive,0.2,1156,1,1,0.3035,0.0103
passive,0.2,1157,1,1,0.5604,1.6309
passive,0.2,1158,1,1,0.7411,0.6927
passive,0.2,1159,1,1,0.6792,0.1466
passive,0.2,1160,1,1,0.5544,0.0935
passive,0.2,1161,1,1,0.467,1.7139
passive,0.2,1162,1,1,0.0113,1.9943
passive,0.2,1163,1,1,0.3987,1.5256
passive,0.2,1164,1,1,0.3416,0.016
passive,0.2,1165,1,1,0.2853,0.0108
passive,0.2,1166,1,1,0.9051,0.3463
passive,0.2,1167,1,1,0.9474,1.0464
passive,0.2,1168,1,1,0.8741,0.245
passive,0.2,1169,1,1,0.6747,0.1715
passive,0.2,1170,0,1,0.2124,1.8806
passive,0.2,1171,1,1,0.663,0.818
passive,0.2,1172,1,1,0.96,0.4392
passive,0.2,1173,1,1,0.7112,0.155
passive,0.2,1174,1,1,0.5292,1.2337
passive,0.2,1175,1,1,0.6691,1.0856
passive,0.2,1176,1,1,0.0724,1.9533
passive,0.2,1177,1,1,0.1126,0.0006
passive,0.2,1178,1,1,0.4068,0.0193
passive,0.2,1179,0,1,0.4126,1.6673
passive,0.2,1180,1,1,0.5292,1.2337
passive,0.2,1181,1,1,0.4148,1.5124
passive,0.2,1182,1,1,0.7224,1.3556
passive,0.2,1183,1,1,0.5955,1.0967
passive,0.2,1184,1,1,0.4054,0.0176
passive,0.2,1185,1,1,0.5265,1.6637
passive,0.2,1186,1,1,0.1749,1.8427
passive,0.2,1187,1,1,0.7514,1.4342
passive,0.2,1188,0,1,0.7045,1.4964
passive,0.2,1189,1,1,1.0901,0.5637
passive,0.2,1190,1,1,0.236,0.0039
passive,0.2,1191,1,1,0.2222,0.0065
passive,0.2,1192,1,1,0.6886,1.1617
passive,0.2,1193,1,1,0.1183,1.9507
passive,0.2,1194,1,1,0.2358,0.0056
passive,0.2,1195,1,1,0.236,0.0039
passive,0.2,1196,1,1,0.6792,0.1466
passive,0.2,1197,0,1,0.4221,1.7312
passive,0.2,1198,1,1,0.5292,1.2337
passive,0.2,1199,1,1,0.3237,1.7755
passive,0.2,1200,1,1,0.4489,0.0529
passive,0.2,1201,1,1,0.2644,1.7555
passive,0.2,1202,0,1,0.8641,1.0818
passive,0.2,1203,1,1,0.5582,1.4518
passive,0.2,1204,1,1,0.8763,1.3202
passive,0.2,1205,1,1,0.374,1.6052
passive,0.2,1206,1,1,0.9571,0.3927
passive,0.2,1207,1,1,0.8227,0.7277
passive,0.2,1208,1,1,0.8677,1.2284
passive,0.2,1209,1,1,0.8048,0.6032
passive,0.2,1210,1,1,0.568,1.3747
passive,0.2,1211,0,1,0.0226,1.9872
passive,0.2,1212,1,1,0.4299,1.4774
passive,0.2,1213,1,1,0.9498,0.9873
passive,0.2,1214,1,1,0.1334,0.0012
passive,0.2,1215,1,1,0.3758,1.7845
passive,0.2,1216,1,1,0.9787,0.4079
passive,0.2,1217,1,1,0.2644,1.7555
passive,0.2,1218,0,1,0.4241,1.7387
passive,0.2,1219,0,1,0.8227,0.3199
passive,0.2,1220,1,1,0.6739,0.783
passive,0.2,1221,1,1,0.9652,0.2583
passive,0.2,1222,1,1,0.5563,1.6424
passive,0.2,1223,1,1,0.9775,0.5775
passive,0.2,1224,1,1,0.1292,0.0014
passive,0.2,1225,1,1,0.8048,0.6032
passive,0.2,1226,1,1,0.6459,1.1456
passive,0.2,1227,1,1,0.2985,0.0073
passive,0.2,1228,1,1,0.7307,0.7505
passive,0.2,1229,1,1,0.0634,0.0002
passive,0.2,1230,1,1,0.6739,0.783
passive,0.2,1231,1,1,0.386,1.7752
passive,0.2,1232,1,1,0.6463,0.924
passive,0.2,1233,1,1,0.6065,1.0592
passive,0.2,1234,1,1,0.9021,1.0459
passive,0.2,1235,1,1,0.9722,0.8842
passive,0.2,1236,1,1,1.0872,0.6531
passive,0.2,1237,1,1,0.2742,1.7098
passive,0.2,1238,1,1,0.1433,0.0013
passive,0.2,1239,1,1,0.2985,0.0073
passive,0.2,1240,1,1,0.0691,0.0003
passive,0.2,1241,1,1,0.8338,0.6957
passive,0.2,1242,0,1,0.7273,1.4618
passive,0.2,1243,1,1,0.2959,0.0135
passive,0.2,1244,1,1,0.8677,1.2284
passive,0.2,1245,1,1,0.6713,0.2624
passive,0.2,1246,1,1,0.2249,0.0056
passive,0.2,1247,1,1,0.1334,0.0012
passive,0.2,1248,1,1,1.038,0.4066
passive,0.2,1249,1,1,0.7701,0.8005
passive,0.2,1250,0,1,0.7987,1.4199
passive,0.2,1251,1,1,0.386,1.7752
passive,0.2,1252,1,1,0.2249,0.0056
passive,0.2,1253,0,1,0.3258,1.8214
passive,0.2,1254,1,1,0.6065,1.0592
passive,0.2,1255,1,1,0.663,0.0764
passive,0.2,1256,1,1,0.2798,1.827
passive,0.2,1257,1,1,0.6294,0.2026
passive,0.2,1258,1,1,0.1032,1.934
passive,0.2,1259,0,1,0.1433,1.9312
passive,0.2,1260,1,1,0.2334,0.0048
passive,0.2,1261,1,1,0.0766,1.9711
passive,0.2,1262,1,1,0.2319,0.0074
passive,0.2,1263,0,1,0.7282,1.4838
passive,0.2,1264,1,1,0.7686,0.9379
passive,0.2,1265,1,1,0.8268,0.7533
passive,0.2,1266,1,1,0.7669,0.3563
passive,0.2,1267,0,1,0.9239,1.2462
passive,0.2,1268,1,1,0.5833,0.0497
passive,0.2,1269,1,1,0.5316,0.088
passive,0.2,1270,1,1,0.2155,1.8584
passive,0.2,1271,1,1,0.3522,1.747
passive,0.2,1272,1,1,0.6926,1.5161
passive,0.2,1273,1,1,0.5833,0.0497
passive,0.2,1274,1,1,0.6897,0.6552
passive,0.2,1275,1,1,0.2311,1.8835
passive,0.2,1276,1,1,0.2398,1.8288
passive,0.2,1277,0,1,0.5833,1.5729
passive,0.2,1278,1,1,0.3522,1.747
passive,0.2,1279,1,1,0.2933,0.0147
passive,0.2,1280,1,1,0.5242,0.0517
passive,0.2,1281,1,1,0.1092,1.9554
passive,0.2,1282,1,1,0.2847,0.0101
passive,0.2,1283,0,1,0.5242,1.6646
passive,0.2,1284,1,1,0.8268,0.7533
passive,0.2,1285,1,1,0.4849,1.6513
passive,0.2,1286,1,1,0.1103,1.9546
passive,0.2,1287,1,1,0.426,0.0351
passive,0.2,1288,1,1,0.7669,0.3563
passive,0.2,1289,1,1,0.7282,0.3512
passive,0.2,1290,1,1,0.5195,1.5749
passive,0.2,1291,0,1,0.8871,1.18
passive,0.2,1292,1,1,0.6726,0.2038
passive,0.2,1293,0,1,0.7652,1.2546
passive,0.2,1294,1,1,0.9908,0.4136
passive,0.2,1295,0,1,0.2315,0.0037
passive,0.2,1296,1,1,0.6082,0.1369
passive,0.2,1297,1,1,0.5665,1.1998
passive,0.2,1298,1,1,0.0645,0.0002
passive,0.2,1299,1,1,0.8268,0.7533
passive,0.2,1300,1,1,0.1103,1.9546
passive,0.2,1301,1,1,0.0089,0.0
passive,0.2,1302,1,1,0.1103,1.9546
passive,0.2,1303,1,1,0.0412,1.9851
passive,0.2,1304,1,1,0.6954,0.1371
passive,0.2,1305,1,1,0.4554,0.0232
passive,0.2,1306,1,1,0.8113,0.5423
passive,0.2,1307,1,1,0.5665,1.1998
passive,0.2,1308,1,1,0.9204,1.1704
passive,0.2,1309,0,1,0.5121,1.2668
passive,0.2,1310,1,1,0.1887,1.8988
passive,0.2,1311,0,1,0.4554,1.6248
passive,0.2,1312,1,1,0.7626,0.7547
passive,0.2,1313,1,1,0.1887,1.8988
passive,0.2,1314,1,1,0.1865,1.8806
passive,0.2,1315,1,1,0.6978,0.5533
passive,0.2,1316,1,1,0.3814,0.0245
passive,0.2,1317,1,1,0.004,0.0
passive,0.2,1318,1,1,0.1895,1.8707
passive,0.2,1319,1,1,0.0037,0.0
passive,0.2,1320,1,1,0.7705,0.2701
passive,0.2,1321,1,1,0.168,0.0023
passive,0.2,1322,1,1,0.7025,1.3304
passive,0.2,1323,1,1,0.6801,0.2852
passive,0.2,1324,1,1,0.978,0.7035
passive,0.2,1325,1,1,0.1622,1.916
passive,0.2,1326,1,1,0.3563,0.012
passive,0.2,1327,1,1,0.3621,1.5826
passive,0.2,1328,1,1,0.1159,1.9243
passive,0.2,1329,1,1,0.838,0.9612
passive,0.2,1330,0,1,0.5709,0.0916
passive,0.2,1331,1,1,0.1136,1.937
passive,0.2,1332,1,1,0.4565,1.401
passive,0.2,1333,1,1,0.7003,0.9623
passive,0.2,1334,1,1,0.1013,1.9259
passive,0.2,1335,1,1,0.3239,1.7427
passive,0.2,1336,1,1,0.1165,1.9185
passive,0.2,1337,1,1,0.2476,0.0079
passive,0.2,1338,1,1,0.0446,0.0001
passive,0.2,1339,1,1,0.1159,1.9243
passive,0.2,1340,1,1,0.0358,0.0001
passive,0.2,1341,1,1,0.2111,1.8039
passive,0.2,1342,1,1,0.2355,0.004
passive,0.2,1343,1,1,0.3128,0.0092
passive,0.2,1344,1,1,0.702,0.7866
passive,0.2,1345,1,1,0.7055,0.7637
passive,0.2,1346,1,1,0.6184,0.14
passive,0.2,1347,1,1,0.8223,0.5616
passive,0.2,1348,1,1,1.0032,0.441
passive,0.2,1349,1,1,0.6533,1.5425
passive,0.2,1350,1,1,0.7528,0.3746
passive,0.2,1351,0,1,0.1415,1.9376
passive,0.2,1352,1,1,0.2174,1.8647
passive,0.2,1353,1,1,1.0326,1.0294
passive,0.2,1354,1,1,0.8909,1.3024
passive,0.2,1355,1,1,0.7003,0.9623
passive,0.2,1356,1,1,0.2476,0.0079
passive,0.2,1357,1,1,0.0037,0.0
passive,0.2,1358,1,1,0.6922,0.4211
passive,0.2,1359,1,1,1.0846,0.5942
passive,0.2,1360,1,1,0.0358,0.0001
passive,0.2,1361,0,1,0.6792,1.5335
passive,0.2,1362,1,1,0.684,1.0413
passive,0.2,1363,1,1,0.4197,1.454
passive,0.2,1364,1,1,0.3432,0.0224
passive,0.2,1365,1,1,0.0104,1.9956
passive,0.2,1366,1,1,0.4197,1.454
passive,0.2,1367,0,1,0.0042,1.999
passive,0.2,1368,1,1,0.2764,0.0098
passive,0.2,1369,1,1,0.034,0.0
passive,0.2,1370,1,1,0.4259,0.0251
passive,0.2,1371,1,1,0.6533,1.5425
passive,0.2,1372,1,1,0.2174,1.8647
passive,0.2,1373,1,1,0.7031,0.1038
passive,0.2,1374,1,1,0.1415,0.0016
passive,0.2,1375,1,1,0.6978,0.0814
passive,0.2,1376,1,1,0.3239,1.7427
passive,0.2,1377,1,1,1.0846,0.5942
passive,0.2,1378,1,1,0.2174,1.8647
passive,0.2,1379,1,1,0.5365,1.1995
passive,0.2,1380,1,1,0.0474,1.9831
passive,0.2,1381,1,1,0.7304,0.8228
passive,0.2,1382,1,1,0.3803,1.7625
passive,0.2,1383,1,1,0.8505,0.7805
passive,0.2,1384,1,1,0.7503,1.4647
passive,0.2,1385,0,1,0.8077,0.1734
passive,0.2,1386,1,1,1.0037,0.5084
passive,0.2,1387,1,1,0.2207,1.8907
passive,0.2,1388,1,1,0.2053,0.0044
passive,0.2,1389,0,1,0.0724,1.973
passive,0.2,1390,1,1,0.2852,1.6988
passive,0.2,1391,1,1,0.7414,1.4733
passive,0.2,1392,1,1,0.0017,0.0
passive,0.2,1393,1,1,0.5118,0.0383
passive,0.2,1394,1,1,0.3953,0.0179
passive,0.2,1395,0,1,0.0395,1.9869
passive,0.2,1396,0,1,0.0787,0.0003
passive,0.2,1397,1,1,0.0476,1.9784
passive,0.2,1398,1,1,1.0472,0.9856
passive,0.2,1399,1,1,0.0801,0.0003
passive,0.2,1400,1,1,0.2207,1.8907
passive,0.2,1401,1,1,0.6052,1.2421
passive,0.2,1402,1,1,0.6561,0.1979
passive,0.2,1403,1,1,0.0476,1.9784
passive,0.2,1404,1,1,0.8868,0.1813
passive,0.2,1405,1,1,0.9406,1.1975
passive,0.2,1406,1,1,0.5965,1.6074
passive,0.2,1407,0,1,0.2852,1.8503
passive,0.2,1408,1,1,0.0123,0.0
passive,0.2,1409,1,1,1.0296,0.387
passive,0.2,1410,1,1,0.0474,1.9831
passive,0.2,1411,1,1,0.2852,1.6988
