router,seed,fold,ptype,level,balanced_accuracy,macro_f1
fixed_A0,42,1,amplitude_noise,10,0.4523809523809524,0.4504962130806743
fixed_A1,42,1,amplitude_noise,10,0.4523809523809524,0.4576972292111286
fixed_A2,42,1,amplitude_noise,10,0.30158730158730157,0.3016934573167917
fixed_A3,42,1,amplitude_noise,10,0.4603174603174603,0.4599693981983443
fixed_A5,42,1,amplitude_noise,10,0.3333333333333333,0.3293090790439677
fixed_A6,42,1,amplitude_noise,10,0.25396825396825395,0.2532759445241511
fixed_A7,42,1,amplitude_noise,10,0.4523809523809524,0.45402281244575154
fixed_A8,42,1,amplitude_noise,10,0.3412698412698412,0.3421007298608278
fixed_A9,42,1,amplitude_noise,10,0.30952380952380953,0.30794909596190667
oracle,42,1,amplitude_noise,10,0.9761904761904762,0.9763596015685957
perturbation_label,42,1,amplitude_noise,10,0.4523809523809524,0.45402281244575154
fixed_A0,42,1,amplitude_noise,5,0.41269841269841273,0.41300813008130083
fixed_A1,42,1,amplitude_noise,5,0.4523809523809524,0.452958152958153
fixed_A2,42,1,amplitude_noise,5,0.2698412698412698,0.27032745410510584
fixed_A3,42,1,amplitude_noise,5,0.3253968253968254,0.3257268424611224
fixed_A5,42,1,amplitude_noise,5,0.3253968253968254,0.3241729969114964
fixed_A6,42,1,amplitude_noise,5,0.373015873015873,0.37336015333455236
fixed_A7,42,1,amplitude_noise,5,0.4841269841269842,0.48590198217857794
fixed_A8,42,1,amplitude_noise,5,0.3650793650793651,0.3649948631736248
fixed_A9,42,1,amplitude_noise,5,0.373015873015873,0.3664535630827766
oracle,42,1,amplitude_noise,5,0.9523809523809524,0.9521552864614119
perturbation_label,42,1,amplitude_noise,5,0.4523809523809524,0.452958152958153
fixed_A0,42,1,channel_dropout,0.1,0.42857142857142855,0.3464665196471532
fixed_A1,42,1,channel_dropout,0.1,0.48412698412698413,0.48416748225394574
fixed_A2,42,1,channel_dropout,0.1,0.3333333333333333,0.16666666666666666
fixed_A3,42,1,channel_dropout,0.1,0.3412698412698412,0.19528619528619529
fixed_A5,42,1,channel_dropout,0.1,0.3333333333333333,0.16666666666666666
fixed_A6,42,1,channel_dropout,0.1,0.3333333333333333,0.16666666666666666
fixed_A7,42,1,channel_dropout,0.1,0.4365079365079365,0.43982683982683984
fixed_A8,42,1,channel_dropout,0.1,0.38095238095238093,0.27869805289160127
fixed_A9,42,1,channel_dropout,0.1,0.34920634920634924,0.19999999999999998
oracle,42,1,channel_dropout,0.1,1.0,1.0
perturbation_label,42,1,channel_dropout,0.1,0.4365079365079365,0.43982683982683984
fixed_A0,42,1,channel_dropout,0.2,0.3968253968253968,0.3681612647129889
fixed_A1,42,1,channel_dropout,0.2,0.4444444444444444,0.4386724386724386
fixed_A2,42,1,channel_dropout,0.2,0.34920634920634924,0.2607407407407407
fixed_A3,42,1,channel_dropout,0.2,0.3333333333333333,0.16666666666666666
fixed_A5,42,1,channel_dropout,0.2,0.3333333333333333,0.16666666666666666
fixed_A6,42,1,channel_dropout,0.2,0.3333333333333333,0.16666666666666666
