router,seed,fold,ptype,level,balanced_accuracy,macro_f1
fixed_A5,43,1,graph_perturbation,0.1,0.38095238095238093,0.2740363314133806
fixed_A6,43,1,graph_perturbation,0.1,0.4761904761904762,0.4773136773136773
fixed_A7,43,1,graph_perturbation,0.1,0.4761904761904762,0.4778947639065654
fixed_A8,43,1,graph_perturbation,0.1,0.4761904761904762,0.4781325863678805
fixed_A9,43,1,graph_perturbation,0.1,0.4841269841269842,0.4854030501089324
oracle,43,1,graph_perturbation,0.1,0.8809523809523809,0.8788562471798039
perturbation_label,43,1,graph_perturbation,0.1,0.5158730158730159,0.5151122275342354
fixed_A0,43,1,graph_perturbation,0.2,0.5158730158730159,0.5151122275342354
fixed_A1,43,1,graph_perturbation,0.2,0.4761904761904762,0.4779627738054704
fixed_A2,43,1,graph_perturbation,0.2,0.35714285714285715,0.3471677559912854
fixed_A3,43,1,graph_perturbation,0.2,0.3253968253968254,0.16367265469061876
fixed_A5,43,1,graph_perturbation,0.2,0.36507936507936506,0.24458874458874458
fixed_A6,43,1,graph_perturbation,0.2,0.4761904761904762,0.4773136773136773
fixed_A7,43,1,graph_perturbation,0.2,0.4682539682539682,0.4690050807929369
fixed_A8,43,1,graph_perturbation,0.2,0.5,0.5018583006968197
fixed_A9,43,1,graph_perturbation,0.2,0.48412698412698413,0.4849657805157998
oracle,43,1,graph_perturbation,0.2,0.8809523809523809,0.8788562471798039
perturbation_label,43,1,graph_perturbation,0.2,0.5158730158730159,0.5151122275342354
fixed_A0,43,1,graph_perturbation,0.3,0.5158730158730159,0.5151122275342354
fixed_A1,43,1,graph_perturbation,0.3,0.4761904761904762,0.4779627738054704
fixed_A2,43,1,graph_perturbation,0.3,0.35714285714285715,0.3471677559912854
fixed_A3,43,1,graph_perturbation,0.3,0.3253968253968254,0.16367265469061876
fixed_A5,43,1,graph_perturbation,0.3,0.35714285714285715,0.2242778318727686
fixed_A6,43,1,graph_perturbation,0.3,0.4761904761904762,0.4773136773136773
fixed_A7,43,1,graph_perturbation,0.3,0.4761904761904761,0.4779911577783918
fixed_A8,43,1,graph_perturbation,0.3,0.49206349206349204,0.49420144195246424
fixed_A9,43,1,graph_perturbation,0.3,0.5,0.5018583006968197
oracle,43,1,graph_perturbation,0.3,0.8809523809523809,0.8788562471798039
perturbation_label,43,1,graph_perturbation,0.3,0.5158730158730159,0.5151122275342354
fixed_A0,43,2,clean,clean,0.5873015873015873,0.583911032618441
fixed_A1,43,2,clean,clean,0.4603174603174603,0.453934953934954
fixed_A2,43,2,clean,clean,0.48412698412698413,0.46724612232952883
fixed_A3,43,2,clean,clean,0.3412698412698412,0.3406578051825709
fixed_A5,43,2,clean,clean,0.4523809523809524,0.43355919442875973
fixed_A6,43,2,clean,clean,0.4761904761904761,0.46501242727992786
fixed_A7,43,2,clean,clean,0.4603174603174603,0.44977294367538273
fixed_A8,43,2,clean,clean,0.4761904761904762,0.4629724997425069
fixed_A9,43,2,clean,clean,0.4761904761904762,0.4599867724867725
oracle,43,2,clean,clean,0.9206349206349206,0.9197691197691197
perturbation_label,43,2,clean,clean,0.4761904761904762,0.4629724997425069
fixed_A0,43,2,amplitude_noise,20,0.5396825396825397,0.5371212121212121
fixed_A1,43,2,amplitude_noise,20,0.4603174603174603,0.4512981183363903
fixed_A2,43,2,amplitude_noise,20,0.30952380952380953,0.3073516163403804
fixed_A3,43,2,amplitude_noise,20,0.3650793650793651,0.36269197860721114
fixed_A5,43,2,amplitude_noise,20,0.30952380952380953,0.297687731855429
fixed_A6,43,2,amplitude_noise,20,0.31746031746031744,0.31196559431853554
fixed_A7,43,2,amplitude_noise,20,0.4603174603174603,0.45250776135980847
fixed_A8,43,2,amplitude_noise,20,0.38888888888888884,0.3913748081701154
fixed_A9,43,2,amplitude_noise,20,0.4682539682539682,0.4559872914275112
oracle,43,2,amplitude_noise,20,0.9365079365079364,0.9360547667342799
perturbation_label,43,2,amplitude_noise,20,0.5396825396825397,0.5371212121212121
fixed_A0,43,2,amplitude_noise,10,0.4761904761904762,0.4749574183257854
fixed_A1,43,2,amplitude_noise,10,0.4841269841269842,0.4750455684666211
fixed_A2,43,2,amplitude_noise,10,0.3174603174603175,0.31679997652121106
fixed_A3,43,2,amplitude_noise,10,0.38888888888888884,0.3878047017581901
fixed_A5,43,2,amplitude_noise,10,0.3412698412698412,0.3399636761705727
fixed_A6,43,2,amplitude_noise,10,0.3333333333333333,0.3326408305514604
fixed_A7,43,2,amplitude_noise,10,0.49206349206349204,0.4855013915073166
fixed_A8,43,2,amplitude_noise,10,0.3888888888888889,0.38804399808703977
fixed_A9,43,2,amplitude_noise,10,0.34920634920634924,0.34895382395382396
oracle,43,2,amplitude_noise,10,0.9841269841269842,0.984026781444285
perturbation_label,43,2,amplitude_noise,10,0.49206349206349204,0.4855013915073166
fixed_A0,43,2,amplitude_noise,5,0.373015873015873,0.37282275168088086
fixed_A1,43,2,amplitude_noise,5,0.49206349206349204,0.4846320523675562
fixed_A2,43,2,amplitude_noise,5,0.3888888888888889,0.3881010903132287
fixed_A3,43,2,amplitude_noise,5,0.41269841269841273,0.41323278570787325
fixed_A5,43,2,amplitude_noise,5,0.34920634920634924,0.341991341991342
fixed_A6,43,2,amplitude_noise,5,0.3333333333333333,0.33212184672892986
fixed_A7,43,2,amplitude_noise,5,0.4444444444444445,0.4372435470370181
fixed_A8,43,2,amplitude_noise,5,0.3650793650793651,0.3614690320572673
fixed_A9,43,2,amplitude_noise,5,0.3412698412698412,0.32580495385373437
oracle,43,2,amplitude_noise,5,0.9761904761904763,0.9761814727781829
perturbation_label,43,2,amplitude_noise,5,0.49206349206349204,0.4846320523675562
fixed_A0,43,2,channel_dropout,0.1,0.5317460317460317,0.5302359672766822
fixed_A1,43,2,channel_dropout,0.1,0.4682539682539682,0.46181544792655904
fixed_A2,43,2,channel_dropout,0.1,0.3333333333333333,0.16666666666666666
fixed_A3,43,2,channel_dropout,0.1,0.3174603174603175,0.2880599394229236
fixed_A5,43,2,channel_dropout,0.1,0.3333333333333333,0.16666666666666666
fixed_A6,43,2,channel_dropout,0.1,0.3333333333333333,0.16666666666666666
fixed_A7,43,2,channel_dropout,0.1,0.4365079365079365,0.42548446279096436
fixed_A8,43,2,channel_dropout,0.1,0.3333333333333333,0.16666666666666666
fixed_A9,43,2,channel_dropout,0.1,0.3253968253968254,0.17778357916721055
oracle,43,2,channel_dropout,0.1,1.0,1.0
perturbation_label,43,2,channel_dropout,0.1,0.4365079365079365,0.42548446279096436
fixed_A0,43,2,channel_dropout,0.2,0.35714285714285715,0.22870945479641128
fixed_A1,43,2,channel_dropout,0.2,0.4682539682539682,0.46554782927873734
fixed_A2,43,2,channel_dropout,0.2,0.3333333333333333,0.16666666666666666
fixed_A3,43,2,channel_dropout,0.2,0.3333333333333333,0.16666666666666666
fixed_A5,43,2,channel_dropout,0.2,0.3333333333333333,0.16666666666666666
fixed_A6,43,2,channel_dropout,0.2,0.3333333333333333,0.16666666666666666
fixed_A7,43,2,channel_dropout,0.2,0.4761904761904762,0.44935009130948544
fixed_A8,43,2,channel_dropout,0.2,0.3333333333333333,0.16666666666666666
fixed_A9,43,2,channel_dropout,0.2,0.3333333333333333,0.16666666666666666
oracle,43,2,channel_dropout,0.2,1.0,1.0
perturbation_label,43,2,channel_dropout,0.2,0.4682539682539682,0.46554782927873734
fixed_A0,43,2,channel_dropout,0.3,0.31746031746031744,0.22373393801965227
fixed_A1,43,2,channel_dropout,0.3,0.42857142857142855,0.41676711611956757
fixed_A2,43,2,channel_dropout,0.3,0.3333333333333333,0.16666666666666666
fixed_A3,43,2,channel_dropout,0.3,0.30952380952380953,0.24797077922077923
fixed_A5,43,2,channel_dropout,0.3,0.3333333333333333,0.16666666666666666
fixed_A6,43,2,channel_dropout,0.3,0.3333333333333333,0.16666666666666666
fixed_A7,43,2,channel_dropout,0.3,0.38888888888888884,0.37697841894475764
fixed_A8,43,2,channel_dropout,0.3,0.3333333333333333,0.16666666666666666
fixed_A9,43,2,channel_dropout,0.3,0.3333333333333333,0.16666666666666666
oracle,43,2,channel_dropout,0.3,1.0,1.0
perturbation_label,43,2,channel_dropout,0.3,0.42857142857142855,0.41676711611956757
fixed_A0,43,2,graph_perturbation,0.1,0.5873015873015873,0.583911032618441
fixed_A1,43,2,graph_perturbation,0.1,0.4603174603174603,0.453934953934954
fixed_A2,43,2,graph_perturbation,0.1,0.48412698412698413,0.46724612232952883
fixed_A3,43,2,graph_perturbation,0.1,0.34920634920634924,0.19897772909821101
fixed_A5,43,2,graph_perturbation,0.1,0.41269841269841273,0.32150537634408605
fixed_A6,43,2,graph_perturbation,0.1,0.4761904761904761,0.46501242727992786
fixed_A7,43,2,graph_perturbation,0.1,0.4682539682539682,0.46008192524321556
fixed_A8,43,2,graph_perturbation,0.1,0.5,0.4931832173211484
fixed_A9,43,2,graph_perturbation,0.1,0.507936507936508,0.49981326118838765
oracle,43,2,graph_perturbation,0.1,0.873015873015873,0.8707261658789909
perturbation_label,43,2,graph_perturbation,0.1,0.5873015873015873,0.583911032618441
fixed_A0,43,2,graph_perturbation,0.2,0.5873015873015873,0.583911032618441
fixed_A1,43,2,graph_perturbation,0.2,0.4603174603174603,0.453934953934954
fixed_A2,43,2,graph_perturbation,0.2,0.48412698412698413,0.46724612232952883
fixed_A3,43,2,graph_perturbation,0.2,0.3253968253968254,0.16367265469061876
fixed_A5,43,2,graph_perturbation,0.2,0.4365079365079365,0.33583959899749366
fixed_A6,43,2,graph_perturbation,0.2,0.4761904761904761,0.46501242727992786
fixed_A7,43,2,graph_perturbation,0.2,0.46031746031746024,0.4526247281616585
fixed_A8,43,2,graph_perturbation,0.2,0.4841269841269842,0.47577549044285555
fixed_A9,43,2,graph_perturbation,0.2,0.4920634920634921,0.484224741912971
oracle,43,2,graph_perturbation,0.2,0.8650793650793651,0.8624049451196852
perturbation_label,43,2,graph_perturbation,0.2,0.5873015873015873,0.583911032618441
fixed_A0,43,2,graph_perturbation,0.3,0.5873015873015873,0.583911032618441
fixed_A1,43,2,graph_perturbation,0.3,0.4603174603174603,0.453934953934954
fixed_A2,43,2,graph_perturbation,0.3,0.48412698412698413,0.46724612232952883
fixed_A3,43,2,graph_perturbation,0.3,0.3333333333333333,0.16666666666666666
fixed_A5,43,2,graph_perturbation,0.3,0.42857142857142855,0.334054834054834
fixed_A6,43,2,graph_perturbation,0.3,0.4761904761904761,0.46501242727992786
fixed_A7,43,2,graph_perturbation,0.3,0.45238095238095233,0.44450788989495243
fixed_A8,43,2,graph_perturbation,0.3,0.4920634920634921,0.48366320278200686
fixed_A9,43,2,graph_perturbation,0.3,0.4841269841269842,0.4743233301152923
oracle,43,2,graph_perturbation,0.3,0.8650793650793651,0.8624049451196852
perturbation_label,43,2,graph_perturbation,0.3,0.4920634920634921,0.48366320278200686
fixed_A0,43,3,clean,clean,0.4444444444444445,0.4444027170192634
fixed_A1,43,3,clean,clean,0.5,0.496804915514593
fixed_A2,43,3,clean,clean,0.4761904761904762,0.4779069767441861
fixed_A3,43,3,clean,clean,0.3174603174603175,0.31846892125961895
fixed_A5,43,3,clean,clean,0.4761904761904763,0.4741006579509528
fixed_A6,43,3,clean,clean,0.5476190476190476,0.5446794828403168
fixed_A7,43,3,clean,clean,0.4920634920634921,0.48779528005534195
fixed_A8,43,3,clean,clean,0.5476190476190476,0.5459302325581395
fixed_A9,43,3,clean,clean,0.5476190476190476,0.5459302325581395
oracle,43,3,clean,clean,0.873015873015873,0.8726104319974052
perturbation_label,43,3,clean,clean,0.4444444444444445,0.4444027170192634
fixed_A0,43,3,amplitude_noise,20,0.4523809523809524,0.45245661482983995
fixed_A1,43,3,amplitude_noise,20,0.5079365079365079,0.5024702260741775
fixed_A2,43,3,amplitude_noise,20,0.3412698412698412,0.3420464708184327
fixed_A3,43,3,amplitude_noise,20,0.30952380952380953,0.3093093398170912
fixed_A5,43,3,amplitude_noise,20,0.4365079365079365,0.4369536767526343
fixed_A6,43,3,amplitude_noise,20,0.4285714285714286,0.42751515765651654
fixed_A7,43,3,amplitude_noise,20,0.4841269841269842,0.4781528843421427
fixed_A8,43,3,amplitude_noise,20,0.42063492063492064,0.4177327978146144
fixed_A9,43,3,amplitude_noise,20,0.38095238095238093,0.3783382689005179
oracle,43,3,amplitude_noise,20,0.9841269841269842,0.9841269841269842
perturbation_label,43,3,amplitude_noise,20,0.4523809523809524,0.45245661482983995
fixed_A0,43,3,amplitude_noise,10,0.42857142857142855,0.4228836356997944
fixed_A1,43,3,amplitude_noise,10,0.4920634920634921,0.4871950602287682
fixed_A2,43,3,amplitude_noise,10,0.31746031746031744,0.31023075109148307
fixed_A3,43,3,amplitude_noise,10,0.36507936507936506,0.3633866488272619
fixed_A5,43,3,amplitude_noise,10,0.373015873015873,0.3733535009768702
fixed_A6,43,3,amplitude_noise,10,0.373015873015873,0.3727532054985714
fixed_A7,43,3,amplitude_noise,10,0.4920634920634921,0.49156175262849144
fixed_A8,43,3,amplitude_noise,10,0.34920634920634913,0.34985266784532393
fixed_A9,43,3,amplitude_noise,10,0.30952380952380953,0.3115688445921004
oracle,43,3,amplitude_noise,10,0.9920634920634921,0.9920623671155209
perturbation_label,43,3,amplitude_noise,10,0.4920634920634921,0.49156175262849144
fixed_A0,43,3,amplitude_noise,5,0.4523809523809524,0.45247206559120884
fixed_A1,43,3,amplitude_noise,5,0.4444444444444444,0.44349754831590976
fixed_A2,43,3,amplitude_noise,5,0.373015873015873,0.37230082578919793
fixed_A3,43,3,amplitude_noise,5,0.3412698412698412,0.3414131169709263
fixed_A5,43,3,amplitude_noise,5,0.3253968253968254,0.3259259259259259
fixed_A6,43,3,amplitude_noise,5,0.35714285714285715,0.3555907737389746
fixed_A7,43,3,amplitude_noise,5,0.48412698412698413,0.48018804642792096
fixed_A8,43,3,amplitude_noise,5,0.34920634920634913,0.3489288489288489
fixed_A9,43,3,amplitude_noise,5,0.27777777777777773,0.27074011353884136
oracle,43,3,amplitude_noise,5,1.0,1.0
perturbation_label,43,3,amplitude_noise,5,0.4444444444444444,0.44349754831590976
fixed_A0,43,3,channel_dropout,0.1,0.36507936507936506,0.3317235197424298
fixed_A1,43,3,channel_dropout,0.1,0.4761904761904762,0.4690590455833136
fixed_A2,43,3,channel_dropout,0.1,0.3333333333333333,0.16666666666666666
fixed_A3,43,3,channel_dropout,0.1,0.30952380952380953,0.20666666666666667
fixed_A5,43,3,channel_dropout,0.1,0.3333333333333333,0.16666666666666666
fixed_A6,43,3,channel_dropout,0.1,0.3333333333333333,0.16666666666666666
fixed_A7,43,3,channel_dropout,0.1,0.4841269841269842,0.4754933310287212
fixed_A8,43,3,channel_dropout,0.1,0.4603174603174603,0.3609914824385109
fixed_A9,43,3,channel_dropout,0.1,0.3333333333333333,0.16666666666666666
oracle,43,3,channel_dropout,0.1,1.0,1.0
perturbation_label,43,3,channel_dropout,0.1,0.4761904761904762,0.4690590455833136
fixed_A0,43,3,channel_dropout,0.2,0.3968253968253968,0.3502631470745446
fixed_A1,43,3,channel_dropout,0.2,0.4682539682539683,0.4649484618013336
fixed_A2,43,3,channel_dropout,0.2,0.3333333333333333,0.16666666666666666
fixed_A3,43,3,channel_dropout,0.2,0.34920634920634924,0.2006172839506173
fixed_A5,43,3,channel_dropout,0.2,0.3333333333333333,0.16666666666666666
fixed_A6,43,3,channel_dropout,0.2,0.4365079365079365,0.3516220935575774
fixed_A7,43,3,channel_dropout,0.2,0.4365079365079365,0.43090562047180825
fixed_A8,43,3,channel_dropout,0.2,0.3333333333333333,0.16666666666666666
fixed_A9,43,3,channel_dropout,0.2,0.3333333333333333,0.16666666666666666
oracle,43,3,channel_dropout,0.2,0.8571428571428571,0.8446444089367309
perturbation_label,43,3,channel_dropout,0.2,0.4682539682539683,0.4649484618013336
fixed_A0,43,3,channel_dropout,0.3,0.41269841269841273,0.324455658349687
fixed_A1,43,3,channel_dropout,0.3,0.48412698412698413,0.48436213991769544
fixed_A2,43,3,channel_dropout,0.3,0.3333333333333333,0.16666666666666666
fixed_A3,43,3,channel_dropout,0.3,0.3333333333333333,0.16666666666666666
fixed_A5,43,3,channel_dropout,0.3,0.3333333333333333,0.16666666666666666
fixed_A6,43,3,channel_dropout,0.3,0.3333333333333333,0.16666666666666666
fixed_A7,43,3,channel_dropout,0.3,0.4603174603174603,0.446524064171123
fixed_A8,43,3,channel_dropout,0.3,0.3333333333333333,0.16666666666666666
fixed_A9,43,3,channel_dropout,0.3,0.3253968253968254,0.16565656565656564
oracle,43,3,channel_dropout,0.3,1.0,1.0
perturbation_label,43,3,channel_dropout,0.3,0.48412698412698413,0.48436213991769544
fixed_A0,43,3,graph_perturbation,0.1,0.4444444444444445,0.4444027170192634
fixed_A1,43,3,graph_perturbation,0.1,0.5,0.496804915514593
fixed_A2,43,3,graph_perturbation,0.1,0.4761904761904762,0.4779069767441861
fixed_A3,43,3,graph_perturbation,0.1,0.3253968253968254,0.16367265469061876
fixed_A5,43,3,graph_perturbation,0.1,0.373015873015873,0.26192833828437306
fixed_A6,43,3,graph_perturbation,0.1,0.5476190476190476,0.5446794828403168
fixed_A7,43,3,graph_perturbation,0.1,0.4920634920634921,0.491358024691358
fixed_A8,43,3,graph_perturbation,0.1,0.5476190476190476,0.5459302325581395
fixed_A9,43,3,graph_perturbation,0.1,0.5555555555555556,0.5534651791751183
oracle,43,3,graph_perturbation,0.1,0.9365079365079364,0.9361071257771401
perturbation_label,43,3,graph_perturbation,0.1,0.4444444444444445,0.4444027170192634
fixed_A0,43,3,graph_perturbation,0.2,0.4444444444444445,0.4444027170192634
fixed_A1,43,3,graph_perturbation,0.2,0.5,0.496804915514593
fixed_A2,43,3,graph_perturbation,0.2,0.4761904761904762,0.4779069767441861
fixed_A3,43,3,graph_perturbation,0.2,0.34920634920634924,0.19897772909821101
fixed_A5,43,3,graph_perturbation,0.2,0.373015873015873,0.256891495601173
fixed_A6,43,3,graph_perturbation,0.2,0.5476190476190476,0.5446794828403168
fixed_A7,43,3,graph_perturbation,0.2,0.5,0.498972323972324
fixed_A8,43,3,graph_perturbation,0.2,0.5476190476190476,0.5459302325581395
fixed_A9,43,3,graph_perturbation,0.2,0.5396825396825397,0.5383198106828938
oracle,43,3,graph_perturbation,0.2,0.9444444444444443,0.9440160330569207
perturbation_label,43,3,graph_perturbation,0.2,0.4444444444444445,0.4444027170192634
fixed_A0,43,3,graph_perturbation,0.3,0.4444444444444445,0.4444027170192634
fixed_A1,43,3,graph_perturbation,0.3,0.5,0.496804915514593
fixed_A2,43,3,graph_perturbation,0.3,0.4761904761904762,0.4779069767441861
fixed_A3,43,3,graph_perturbation,0.3,0.3333333333333333,0.16666666666666666
fixed_A5,43,3,graph_perturbation,0.3,0.373015873015873,0.2564935064935065
fixed_A6,43,3,graph_perturbation,0.3,0.5476190476190476,0.5446794828403168
fixed_A7,43,3,graph_perturbation,0.3,0.5,0.498972323972324
fixed_A8,43,3,graph_perturbation,0.3,0.5476190476190476,0.5459302325581395
fixed_A9,43,3,graph_perturbation,0.3,0.5476190476190476,0.5459302325581395
oracle,43,3,graph_perturbation,0.3,0.9444444444444443,0.9440160330569207
perturbation_label,43,3,graph_perturbation,0.3,0.4444444444444445,0.4444027170192634
fixed_A0,43,4,clean,clean,0.4682539682539682,0.4666977413438447
fixed_A1,43,4,clean,clean,0.4920634920634921,0.4878454878454878
fixed_A2,43,4,clean,clean,0.4920634920634921,0.4923917706148395
fixed_A3,43,4,clean,clean,0.3333333333333333,0.33130883692681445
fixed_A5,43,4,clean,clean,0.4523809523809524,0.4525193209814046
fixed_A6,43,4,clean,clean,0.5,0.49650349650349646
fixed_A7,43,4,clean,clean,0.48412698412698413,0.4787586256941941
fixed_A8,43,4,clean,clean,0.5158730158730159,0.5110325464377392
fixed_A9,43,4,clean,clean,0.5158730158730159,0.5110325464377392
oracle,43,4,clean,clean,0.8968253968253969,0.8967030914355094
perturbation_label,43,4,clean,clean,0.4682539682539682,0.4666977413438447
fixed_A0,43,4,amplitude_noise,20,0.4761904761904762,0.46977333443498853
fixed_A1,43,4,amplitude_noise,20,0.4841269841269842,0.48063082145741903
fixed_A2,43,4,amplitude_noise,20,0.34920634920634924,0.34860244766374765
fixed_A3,43,4,amplitude_noise,20,0.4047619047619047,0.4043041606886657
fixed_A5,43,4,amplitude_noise,20,0.4365079365079365,0.43194983543298154
fixed_A6,43,4,amplitude_noise,20,0.3968253968253968,0.3918859649122807
fixed_A7,43,4,amplitude_noise,20,0.5,0.49528163588138635
fixed_A8,43,4,amplitude_noise,20,0.4920634920634921,0.488120888669656
fixed_A9,43,4,amplitude_noise,20,0.41269841269841273,0.4101174345076784
oracle,43,4,amplitude_noise,20,0.9682539682539683,0.9682505934100547
perturbation_label,43,4,amplitude_noise,20,0.4761904761904762,0.46977333443498853
fixed_A0,43,4,amplitude_noise,10,0.4682539682539682,0.45881929544662664
fixed_A1,43,4,amplitude_noise,10,0.4603174603174603,0.4573101317287364
fixed_A2,43,4,amplitude_noise,10,0.48412698412698413,0.48484848484848486
fixed_A3,43,4,amplitude_noise,10,0.29365079365079366,0.29347066167290886
fixed_A5,43,4,amplitude_noise,10,0.32539682539682535,0.32501847745750184
fixed_A6,43,4,amplitude_noise,10,0.3650793650793651,0.36190476190476195
fixed_A7,43,4,amplitude_noise,10,0.4444444444444444,0.4411924119241193
fixed_A8,43,4,amplitude_noise,10,0.3333333333333333,0.329908481611268
fixed_A9,43,4,amplitude_noise,10,0.41269841269841273,0.41241351241351243
oracle,43,4,amplitude_noise,10,0.9841269841269842,0.984125859179013
perturbation_label,43,4,amplitude_noise,10,0.4444444444444444,0.4411924119241193
fixed_A0,43,4,amplitude_noise,5,0.3650793650793651,0.35597735597735597
fixed_A1,43,4,amplitude_noise,5,0.4761904761904762,0.4718387509372381
fixed_A2,43,4,amplitude_noise,5,0.32539682539682535,0.32551850238070307
fixed_A3,43,4,amplitude_noise,5,0.373015873015873,0.3729316116690578
fixed_A5,43,4,amplitude_noise,5,0.3095238095238095,0.3078342192266243
fixed_A6,43,4,amplitude_noise,5,0.31746031746031744,0.3170836150552175
fixed_A7,43,4,amplitude_noise,5,0.4761904761904762,0.47391688770999113
fixed_A8,43,4,amplitude_noise,5,0.30952380952380953,0.30839068958212196
fixed_A9,43,4,amplitude_noise,5,0.30952380952380953,0.30781893004115224
oracle,43,4,amplitude_noise,5,0.9682539682539683,0.9678294573643411
perturbation_label,43,4,amplitude_noise,5,0.4761904761904762,0.4718387509372381
fixed_A0,43,4,channel_dropout,0.1,0.35714285714285715,0.35682813121837514
fixed_A1,43,4,channel_dropout,0.1,0.4761904761904762,0.4724336965716276
fixed_A2,43,4,channel_dropout,0.1,0.3333333333333333,0.16666666666666666
fixed_A3,43,4,channel_dropout,0.1,0.34920634920634924,0.2421832358674464
fixed_A5,43,4,channel_dropout,0.1,0.3333333333333333,0.16666666666666666
fixed_A6,43,4,channel_dropout,0.1,0.34920634920634924,0.19897772909821101
fixed_A7,43,4,channel_dropout,0.1,0.4761904761904761,0.4739177489177489
fixed_A8,43,4,channel_dropout,0.1,0.3333333333333333,0.16666666666666666
fixed_A9,43,4,channel_dropout,0.1,0.3333333333333333,0.16666666666666666
oracle,43,4,channel_dropout,0.1,0.9920634920634921,0.9920623671155209
perturbation_label,43,4,channel_dropout,0.1,0.4761904761904762,0.4724336965716276
fixed_A0,43,4,channel_dropout,0.2,0.42063492063492064,0.3180650684931507
fixed_A1,43,4,channel_dropout,0.2,0.4761904761904762,0.4736254478649655
fixed_A2,43,4,channel_dropout,0.2,0.3333333333333333,0.16666666666666666
fixed_A3,43,4,channel_dropout,0.2,0.3333333333333333,0.16666666666666666
fixed_A5,43,4,channel_dropout,0.2,0.3333333333333333,0.18047138047138045
fixed_A6,43,4,channel_dropout,0.2,0.34920634920634924,0.19971721456344996
fixed_A7,43,4,channel_dropout,0.2,0.4603174603174603,0.45021645021645024
fixed_A8,43,4,channel_dropout,0.2,0.3333333333333333,0.16666666666666666
fixed_A9,43,4,channel_dropout,0.2,0.3333333333333333,0.16666666666666666
oracle,43,4,channel_dropout,0.2,1.0,1.0
perturbation_label,43,4,channel_dropout,0.2,0.4761904761904762,0.4736254478649655
fixed_A0,43,4,channel_dropout,0.3,0.3333333333333333,0.2466528640441684
fixed_A1,43,4,channel_dropout,0.3,0.4682539682539683,0.45864966089685194
fixed_A2,43,4,channel_dropout,0.3,0.3333333333333333,0.16666666666666666
fixed_A3,43,4,channel_dropout,0.3,0.3333333333333333,0.16666666666666666
fixed_A5,43,4,channel_dropout,0.3,0.3333333333333333,0.16666666666666666
fixed_A6,43,4,channel_dropout,0.3,0.3333333333333333,0.16666666666666666
fixed_A7,43,4,channel_dropout,0.3,0.4682539682539682,0.4369939086489499
fixed_A8,43,4,channel_dropout,0.3,0.3333333333333333,0.16666666666666666
fixed_A9,43,4,channel_dropout,0.3,0.3333333333333333,0.16666666666666666
oracle,43,4,channel_dropout,0.3,0.9444444444444445,0.9435531788472966
perturbation_label,43,4,channel_dropout,0.3,0.4682539682539683,0.45864966089685194
fixed_A0,43,4,graph_perturbation,0.1,0.4682539682539682,0.4666977413438447
fixed_A1,43,4,graph_perturbation,0.1,0.4920634920634921,0.4878454878454878
fixed_A2,43,4,graph_perturbation,0.1,0.4920634920634921,0.4923917706148395
fixed_A3,43,4,graph_perturbation,0.1,0.35714285714285715,0.26944226237234875
fixed_A5,43,4,graph_perturbation,0.1,0.373015873015873,0.2561632840270611
fixed_A6,43,4,graph_perturbation,0.1,0.5,0.49650349650349646
fixed_A7,43,4,graph_perturbation,0.1,0.4761904761904762,0.47221378682052845
fixed_A8,43,4,graph_perturbation,0.1,0.4841269841269842,0.47823234501470724
fixed_A9,43,4,graph_perturbation,0.1,0.4920634920634921,0.4861940379181759
oracle,43,4,graph_perturbation,0.1,0.9285714285714285,0.9270334928229665
perturbation_label,43,4,graph_perturbation,0.1,0.4682539682539682,0.4666977413438447
fixed_A0,43,4,graph_perturbation,0.2,0.4682539682539682,0.4666977413438447
fixed_A1,43,4,graph_perturbation,0.2,0.4920634920634921,0.4878454878454878
fixed_A2,43,4,graph_perturbation,0.2,0.4920634920634921,0.4923917706148395
fixed_A3,43,4,graph_perturbation,0.2,0.34920634920634924,0.25322723253757734
fixed_A5,43,4,graph_perturbation,0.2,0.38888888888888884,0.2722164889347552
fixed_A6,43,4,graph_perturbation,0.2,0.5,0.49650349650349646
fixed_A7,43,4,graph_perturbation,0.2,0.4920634920634921,0.48807151979565777
fixed_A8,43,4,graph_perturbation,0.2,0.4920634920634921,0.48689400397840304
fixed_A9,43,4,graph_perturbation,0.2,0.4920634920634921,0.48810147540797694
oracle,43,4,graph_perturbation,0.2,0.9365079365079364,0.9346914360678915
perturbation_label,43,4,graph_perturbation,0.2,0.4682539682539682,0.4666977413438447
fixed_A0,43,4,graph_perturbation,0.3,0.4682539682539682,0.4666977413438447
fixed_A1,43,4,graph_perturbation,0.3,0.4920634920634921,0.4878454878454878
fixed_A2,43,4,graph_perturbation,0.3,0.4920634920634921,0.4923917706148395
fixed_A3,43,4,graph_perturbation,0.3,0.373015873015873,0.2616971810520197
fixed_A5,43,4,graph_perturbation,0.3,0.36507936507936506,0.24501424501424499
fixed_A6,43,4,graph_perturbation,0.3,0.5,0.49650349650349646
fixed_A7,43,4,graph_perturbation,0.3,0.5,0.4971360663055029
fixed_A8,43,4,graph_perturbation,0.3,0.5079365079365079,0.5047736734483722
fixed_A9,43,4,graph_perturbation,0.3,0.4920634920634921,0.4878454878454878
oracle,43,4,graph_perturbation,0.3,0.9365079365079364,0.9346914360678915
perturbation_label,43,4,graph_perturbation,0.3,0.4682539682539682,0.4666977413438447
